Time,UTC,FINKEN_SENSOR_MODEL:pos_z,FINKEN_SENSOR_MODEL:distance_d_back,FINKEN_SENSOR_MODEL:distance_d_left,FINKEN_SENSOR_MODEL:distance_d_rigth,FINKEN_SENSOR_MODEL:distance_d_front
102.000,15:05:52.000,0.570312,150,169,150,127
102.100,15:05:52.100,0.578125,152,179,147,125
102.200,15:05:52.200,0.585938,156,186,148,122
102.300,15:05:52.300,0.585938,156,186,148,122
102.400,15:05:52.400,0.582031,164,224,150,124
102.500,15:05:52.500,0.582031,164,224,150,124
102.600,15:05:52.600,0.582031,164,224,150,124
102.700,15:05:52.700,0.578125,155,191,151,124
102.800,15:05:52.800,0.574219,155,191,145,118
102.900,15:05:52.900,0.539062,153,181,155,127
103.000,15:05:53.000,0.539062,153,181,155,127
103.100,15:05:53.100,0.585938,151,177,157,130
103.200,15:05:53.200,0.585938,151,177,157,130
103.300,15:05:53.300,0.589844,151,175,153,131
103.400,15:05:53.400,0.589844,151,175,153,131
103.500,15:05:53.500,0.589844,150,174,153,133
103.600,15:05:53.600,0.585938,150,171,157,136
103.700,15:05:53.700,0.585938,150,171,157,136
103.800,15:05:53.800,0.585938,145,166,166,139
103.900,15:05:53.900,0.585938,145,166,166,139
104.000,15:05:54.000,0.582031,143,154,187,142
104.100,15:05:54.100,0.582031,143,154,187,142
104.200,15:05:54.200,0.582031,143,154,187,142
104.300,15:05:54.300,0.570312,135,153,179,152
104.400,15:05:54.400,0.570312,135,153,179,152
104.500,15:05:54.500,0.570312,133,143,179,160
104.600,15:05:54.600,0.570312,133,143,179,160
104.700,15:05:54.700,0.570312,126,143,181,164
104.800,15:05:54.800,0.511719,116,162,186,176
104.900,15:05:54.900,0.53125,113,160,190,181
105.000,15:05:55.000,0.53125,113,160,190,181
105.100,15:05:55.100,0.542969,114,145,193,181
105.200,15:05:55.200,0.542969,114,145,193,181
105.300,15:05:55.300,0.554688,115,124,195,181
105.400,15:05:55.400,0.554688,115,124,195,181
105.500,15:05:55.500,0.558594,115,127,199,181
105.600,15:05:55.600,0.550781,128,126,191,181
105.700,15:05:55.700,0.574219,128,126,193,181
105.800,15:05:55.800,0.574219,128,126,193,181
105.900,15:05:55.900,0.574219,128,126,193,181
106.000,15:05:56.000,0.574219,128,126,193,181
106.100,15:05:56.100,0.585938,128,144,184,170
106.200,15:05:56.200,0.585938,128,144,184,170
106.300,15:05:56.300,0.574219,131,146,181,170
106.400,15:05:56.400,0.574219,131,146,181,170
106.500,15:05:56.500,0.570312,134,191,179,169
106.600,15:05:56.600,0.566406,134,221,181,169
106.700,15:05:56.700,0.566406,134,221,181,169
106.800,15:05:56.800,0.546875,136,186,183,169
106.900,15:05:56.900,0.546875,136,186,183,169
107.000,15:05:57.000,0.511719,136,164,174,169
107.100,15:05:57.100,0.511719,136,164,174,169
107.200,15:05:57.200,0.507812,138,152,169,168
107.300,15:05:57.300,0.519531,144,144,169,168
107.400,15:05:57.400,0.539062,155,166,169,162
107.500,15:05:57.500,0.539062,155,166,169,162
107.600,15:05:57.600,0.5625,149,176,172,153
107.700,15:05:57.700,0.5625,149,176,172,153
107.800,15:05:57.800,0.570312,142,158,172,152
107.900,15:05:57.900,0.570312,142,158,172,152
108.000,15:05:58.000,0.570312,142,158,172,152
108.100,15:05:58.100,0.546875,147,178,161,143
108.200,15:05:58.200,0.554688,149,220,159,143
108.300,15:05:58.300,0.554688,149,220,159,143
108.400,15:05:58.400,0.566406,149,233,159,143
108.500,15:05:58.500,0.574219,150,232,158,144
108.600,15:05:58.600,0.574219,150,232,158,144
108.700,15:05:58.700,0.570312,150,217,156,146
108.800,15:05:58.800,0.578125,150,173,156,145
108.900,15:05:58.900,0.59375,153,159,156,145
109.000,15:05:59.000,0.59375,153,159,156,145
109.100,15:05:59.100,0.605469,151,159,157,145
109.200,15:05:59.200,0.605469,149,159,157,145
109.300,15:05:59.300,0.589844,164,153,154,148
109.400,15:05:59.400,0.582031,156,159,151,150
109.500,15:05:59.500,0.574219,152,170,151,146
109.600,15:05:59.600,0.574219,152,170,151,146
109.700,15:05:59.700,0.5625,152,168,152,144
109.800,15:05:59.800,0.558594,153,167,152,142
109.900,15:05:59.900,0.550781,161,165,152,141
110.000,15:06:0.000,0.550781,161,165,152,141
110.100,15:06:0.100,0.535156,158,178,147,141
110.200,15:06:0.200,0.535156,158,178,147,141
110.300,15:06:0.300,0.535156,158,178,147,141
110.400,15:06:0.400,0.535156,158,178,147,141
110.500,15:06:0.500,0.539062,170,187,140,132
110.600,15:06:0.600,0.550781,171,190,139,132
110.700,15:06:0.700,0.550781,171,190,139,132
110.800,15:06:0.800,0.566406,165,184,139,128
110.900,15:06:0.900,0.558594,171,182,142,127
111.000,15:06:1.000,0.558594,171,182,142,127
111.100,15:06:1.100,0.546875,165,174,142,124
111.200,15:06:1.200,0.550781,165,171,138,124
111.300,15:06:1.300,0.578125,212,167,137,124
111.400,15:06:1.400,0.585938,210,169,150,126
111.500,15:06:1.500,0.585938,210,169,150,126
111.600,15:06:1.600,0.589844,178,178,160,128
111.700,15:06:1.700,0.589844,178,178,160,128
111.800,15:06:1.800,0.597656,159,185,160,131
111.900,15:06:1.900,0.609375,146,168,160,133
112.000,15:06:2.000,0.605469,145,157,159,136
112.100,15:06:2.100,0.597656,144,162,159,136
112.200,15:06:2.200,0.597656,144,162,159,136
112.300,15:06:2.300,0.558594,136,156,172,139
112.400,15:06:2.400,0.558594,136,156,172,139
112.500,15:06:2.500,0.554688,132,148,176,140
112.600,15:06:2.600,0.554688,132,148,176,140
112.700,15:06:2.700,0.554688,134,146,170,142
112.800,15:06:2.800,0.554688,134,146,170,142
112.900,15:06:2.900,0.554688,134,146,170,142
113.000,15:06:3.000,0.578125,135,156,167,140
113.100,15:06:3.100,0.578125,135,156,167,140
113.200,15:06:3.200,0.578125,135,154,176,140
113.300,15:06:3.300,0.582031,136,169,176,138
113.400,15:06:3.400,0.582031,136,169,176,138
113.500,15:06:3.500,0.585938,138,157,168,138
113.600,15:06:3.600,0.585938,138,157,168,138
113.700,15:06:3.700,0.585938,144,152,180,139
113.800,15:06:3.800,0.585938,144,152,180,139
113.900,15:06:3.900,0.578125,148,152,180,138
114.000,15:06:4.000,0.578125,148,152,169,138
114.100,15:06:4.100,0.582031,149,155,166,139
114.200,15:06:4.200,0.582031,146,160,166,140
114.300,15:06:4.300,0.585938,145,172,151,140
114.400,15:06:4.400,0.585938,145,177,130,140
114.500,15:06:4.500,0.585938,146,179,147,143
114.600,15:06:4.600,0.585938,146,179,147,143
114.700,15:06:4.700,0.585938,147,179,173,144
114.800,15:06:4.800,0.59375,145,170,172,143
114.900,15:06:4.900,0.558594,144,163,165,146
115.000,15:06:5.000,0.566406,143,173,164,147
115.100,15:06:5.100,0.585938,141,167,163,149
115.200,15:06:5.200,0.589844,140,160,166,150
115.300,15:06:5.300,0.585938,138,160,172,151
115.400,15:06:5.400,0.585938,138,160,171,152
115.500,15:06:5.500,0.585938,138,160,170,152
115.600,15:06:5.600,0.585938,138,160,170,152
115.700,15:06:5.700,0.585938,138,160,170,152
115.800,15:06:5.800,0.585938,139,87,167,154
115.900,15:06:5.900,0.585938,139,87,167,154
116.000,15:06:6.000,0.585938,139,135,170,153
116.100,15:06:6.100,0.585938,139,135,170,153
116.200,15:06:6.200,0.59375,141,169,183,146
116.300,15:06:6.300,0.609375,142,171,174,149
116.400,15:06:6.400,0.609375,144,174,168,147
116.500,15:06:6.500,0.605469,145,176,166,141
116.600,15:06:6.600,0.601562,147,176,165,138
116.700,15:06:6.700,0.589844,151,177,156,138
116.800,15:06:6.800,0.589844,162,179,150,137
116.900,15:06:6.900,0.589844,164,181,156,136
117.000,15:06:7.000,0.578125,158,206,154,134
117.100,15:06:7.100,0.582031,154,191,150,132
117.200,15:06:7.200,0.589844,164,181,143,129
117.300,15:06:7.300,0.589844,162,181,143,129
117.400,15:06:7.400,0.582031,159,189,144,127
117.500,15:06:7.500,0.582031,159,189,144,127
117.600,15:06:7.600,0.578125,158,193,147,125
117.700,15:06:7.700,0.578125,158,193,147,125
117.800,15:06:7.800,0.578125,158,190,147,123
117.900,15:06:7.900,0.578125,158,190,147,123
118.000,15:06:8.000,0.5625,160,192,150,119
118.100,15:06:8.100,0.566406,164,186,151,116
118.200,15:06:8.200,0.566406,164,186,151,116
118.300,15:06:8.300,0.566406,164,186,151,116
118.400,15:06:8.400,0.570312,167,174,149,116
118.500,15:06:8.500,0.570312,167,174,149,116
118.600,15:06:8.600,0.570312,167,170,158,117
118.700,15:06:8.700,0.570312,167,170,158,117
118.800,15:06:8.800,0.574219,167,162,167,127
118.900,15:06:8.900,0.574219,167,162,167,127
119.000,15:06:9.000,0.574219,167,174,168,125
119.100,15:06:9.100,0.574219,167,174,168,125
119.200,15:06:9.200,0.578125,165,168,169,124
119.300,15:06:9.300,0.578125,165,168,169,124
119.400,15:06:9.400,0.570312,165,152,155,125
119.500,15:06:9.500,0.570312,165,152,155,125
119.600,15:06:9.600,0.570312,165,156,163,126
119.700,15:06:9.700,0.570312,165,156,163,126
119.800,15:06:9.800,0.566406,165,162,176,128
119.900,15:06:9.900,0.566406,165,162,176,128
120.000,15:06:10.000,0.5625,165,173,175,128
120.100,15:06:10.100,0.5625,163,163,175,128
120.200,15:06:10.200,0.5625,161,150,173,127
120.300,15:06:10.300,0.5625,161,150,173,127
120.400,15:06:10.400,0.5625,161,150,173,127
120.500,15:06:10.500,0.5625,161,150,173,127
120.600,15:06:10.600,0.574219,165,154,164,126
120.700,15:06:10.700,0.566406,168,153,161,121
120.800,15:06:10.800,0.558594,169,153,162,120
120.900,15:06:10.900,0.554688,170,147,163,119
121.000,15:06:11.000,0.550781,171,143,158,118
121.100,15:06:11.100,0.550781,171,143,158,118
121.200,15:06:11.200,0.546875,172,140,156,117
121.300,15:06:11.300,0.546875,172,140,156,117
121.400,15:06:11.400,0.542969,166,138,160,115
121.500,15:06:11.500,0.542969,166,138,160,115
121.600,15:06:11.600,0.535156,156,129,163,113
121.700,15:06:11.700,0.535156,156,129,163,113
121.800,15:06:11.800,0.535156,156,123,161,111
121.900,15:06:11.900,0.535156,157,116,160,117
122.000,15:06:12.000,0.535156,157,116,160,117
122.100,15:06:12.100,0.535156,157,116,160,117
122.200,15:06:12.200,0.53125,163,102,165,105
122.300,15:06:12.300,0.53125,163,102,165,105
122.400,15:06:12.400,0.539062,170,97,177,100
122.500,15:06:12.500,0.539062,170,97,177,100
122.600,15:06:12.600,0.558594,168,92,157,93
122.700,15:06:12.700,0.558594,167,86,154,89
122.800,15:06:12.800,0.566406,168,83,184,83
122.900,15:06:12.900,0.566406,168,83,184,83
123.000,15:06:13.000,0.566406,168,83,184,83
123.100,15:06:13.100,0.542969,159,104,180,104
123.200,15:06:13.200,0.542969,159,104,180,104
123.300,15:06:13.300,0.542969,156,113,177,105
123.400,15:06:13.400,0.542969,156,113,177,105
123.500,15:06:13.500,0.550781,153,119,174,107
123.600,15:06:13.600,0.550781,153,119,174,107
123.700,15:06:13.700,0.550781,153,119,174,107
123.800,15:06:13.800,0.539062,158,162,180,123
123.900,15:06:13.900,0.539062,158,162,180,123
124.000,15:06:14.000,0.539062,158,162,180,123
124.100,15:06:14.100,0.527344,155,170,177,127
124.200,15:06:14.200,0.527344,155,170,177,127
124.300,15:06:14.300,0.519531,155,165,171,129
124.400,15:06:14.400,0.519531,155,165,171,129
124.500,15:06:14.500,0.519531,155,159,171,128
124.600,15:06:14.600,0.519531,156,160,169,127
124.700,15:06:14.700,0.519531,156,160,169,127
124.800,15:06:14.800,0.523438,159,160,168,127
124.900,15:06:14.900,0.523438,159,160,168,127
125.000,15:06:15.000,0.523438,159,160,168,127
125.100,15:06:15.100,0.535156,153,169,165,127
125.200,15:06:15.200,0.542969,151,181,180,126
125.300,15:06:15.300,0.550781,151,173,203,125
125.400,15:06:15.400,0.550781,151,173,203,125
125.500,15:06:15.500,0.558594,159,162,159,123
125.600,15:06:15.600,0.558594,159,162,159,123
125.700,15:06:15.700,0.5625,159,164,158,123
125.800,15:06:15.800,0.5625,159,164,158,123
125.900,15:06:15.900,0.5625,159,164,158,123
126.000,15:06:16.000,0.558594,146,175,184,129
126.100,15:06:16.100,0.558594,146,175,184,129
126.200,15:06:16.200,0.5625,145,177,178,131
126.300,15:06:16.300,0.5625,145,177,178,131
126.400,15:06:16.400,0.5625,145,177,178,131
126.500,15:06:16.500,0.527344,143,190,206,139
126.600,15:06:16.600,0.550781,141,192,176,142
126.700,15:06:16.700,0.558594,140,190,157,143
126.800,15:06:16.800,0.5625,138,190,175,145
126.900,15:06:16.900,0.566406,137,193,187,146
127.000,15:06:17.000,0.570312,135,196,181,149
127.100,15:06:17.100,0.566406,134,200,177,146
127.200,15:06:17.200,0.5625,134,203,174,142
127.300,15:06:17.300,0.5625,134,203,174,142
127.400,15:06:17.400,0.566406,135,206,173,142
127.500,15:06:17.500,0.566406,135,206,173,142
127.600,15:06:17.600,0.582031,134,208,170,142
127.700,15:06:17.700,0.582031,134,208,170,142
127.800,15:06:17.800,0.582031,134,208,170,142
127.900,15:06:17.900,0.585938,134,211,168,141
128.000,15:06:18.000,0.585938,134,211,168,141
128.100,15:06:18.100,0.578125,138,219,163,140
128.200,15:06:18.200,0.59375,134,213,156,142
128.300,15:06:18.300,0.59375,134,213,156,142
128.400,15:06:18.400,0.589844,133,213,154,143
128.500,15:06:18.500,0.589844,133,213,154,143
128.600,15:06:18.600,0.578125,131,214,150,146
128.700,15:06:18.700,0.578125,131,214,150,146
128.800,15:06:18.800,0.578125,129,217,150,147
128.900,15:06:18.900,0.578125,128,228,149,149
129.000,15:06:19.000,0.582031,126,219,149,151
129.100,15:06:19.100,0.585938,126,183,149,151
129.200,15:06:19.200,0.585938,124,176,150,152
129.300,15:06:19.300,0.585938,124,185,152,153
129.400,15:06:19.400,0.589844,122,199,155,155
129.500,15:06:19.500,0.589844,122,222,149,155
129.600,15:06:19.600,0.59375,121,222,141,155
129.700,15:06:19.700,0.59375,121,222,141,155
129.800,15:06:19.800,0.59375,120,225,134,154
129.900,15:06:19.900,0.59375,120,225,134,154
130.000,15:06:20.000,0.59375,119,217,133,154
130.100,15:06:20.100,0.59375,118,205,132,154
130.200,15:06:20.200,0.585938,118,215,131,154
130.300,15:06:20.300,0.566406,118,232,129,154
130.400,15:06:20.400,0.53125,118,233,127,154
130.500,15:06:20.500,0.472656,119,236,126,154
130.600,15:06:20.600,0.472656,119,236,126,154
130.700,15:06:20.700,0.25,121,249,126,154
130.800,15:06:20.800,0.25,121,249,126,154
130.900,15:06:20.900,0.332031,120,254,125,153
131.000,15:06:21.000,0.332031,120,254,125,153
131.100,15:06:21.100,0.421875,119,258,115,155
131.200,15:06:21.200,0.421875,119,258,115,155
131.300,15:06:21.300,0.507812,119,256,109,155
131.400,15:06:21.400,0.554688,118,255,106,155
131.500,15:06:21.500,0.574219,118,258,105,154
131.600,15:06:21.600,0.574219,118,258,105,154
131.700,15:06:21.700,0.574219,118,258,105,154
131.800,15:06:21.800,0.574219,114,266,96,152
131.900,15:06:21.900,0.574219,114,266,96,152
132.000,15:06:22.000,0.554688,113,269,94,152
132.100,15:06:22.100,0.519531,112,271,91,153
132.200,15:06:22.200,0.25,109,275,90,121
132.300,15:06:22.300,0.25,109,275,90,121
132.400,15:06:22.400,0.25,107,240,91,69
132.500,15:06:22.500,0.25,107,240,91,69
132.600,15:06:22.600,0.25,105,129,90,160
132.700,15:06:22.700,0.25,105,129,90,160
132.800,15:06:22.800,0.25,104,241,90,162
132.900,15:06:22.900,0.25,104,241,90,162
133.000,15:06:23.000,0.222656,105,231,93,164
133.100,15:06:23.100,0.222656,105,231,93,164
133.200,15:06:23.200,0.234375,107,118,97,161
133.300,15:06:23.300,0.238281,107,118,98,162
133.400,15:06:23.400,0.238281,107,195,99,160
133.500,15:06:23.500,0.242188,108,221,99,159
133.600,15:06:23.600,0.242188,109,222,100,160
133.700,15:06:23.700,0.242188,109,233,101,162
133.800,15:06:23.800,0.242188,109,266,102,162
133.900,15:06:23.900,0.242188,108,277,102,162
134.000,15:06:24.000,0.242188,108,277,103,162
134.100,15:06:24.100,0.242188,109,277,103,162
134.200,15:06:24.200,0.242188,111,277,104,162
134.300,15:06:24.300,0.242188,114,277,105,163
134.400,15:06:24.400,0.242188,117,277,105,163
134.500,15:06:24.500,0.242188,116,277,105,163
134.600,15:06:24.600,0.242188,116,277,105,163
134.700,15:06:24.700,0.242188,116,277,107,163
134.800,15:06:24.800,0.242188,116,277,107,163
134.900,15:06:24.900,0.242188,114,277,108,163
135.000,15:06:25.000,0.242188,114,277,108,163
135.100,15:06:25.100,0.242188,114,277,108,164
135.200,15:06:25.200,0.242188,114,277,108,164
135.300,15:06:25.300,0.242188,114,277,109,163
135.400,15:06:25.400,0.242188,114,277,109,163
135.500,15:06:25.500,0.242188,114,277,109,163
135.600,15:06:25.600,0.242188,114,277,108,164
135.700,15:06:25.700,0.242188,114,277,108,164
135.800,15:06:25.800,0.242188,115,277,108,165
135.900,15:06:25.900,0.242188,115,277,108,165
136.000,15:06:26.000,0.242188,116,277,107,163
136.100,15:06:26.100,0.242188,116,277,107,162
136.200,15:06:26.200,0.242188,115,277,107,162
136.300,15:06:26.300,0.242188,114,277,107,162
136.400,15:06:26.400,0.242188,113,277,105,162
136.500,15:06:26.500,0.242188,113,277,105,162
136.600,15:06:26.600,0.242188,113,277,105,162
136.700,15:06:26.700,0.242188,115,277,106,162
136.800,15:06:26.800,0.242188,116,278,104,162
136.900,15:06:26.900,0.242188,116,278,104,162
137.000,15:06:27.000,0.242188,116,278,103,163
137.100,15:06:27.100,0.242188,117,278,103,163
137.200,15:06:27.200,0.242188,116,278,102,163
137.300,15:06:27.300,0.242188,116,246,102,162
137.400,15:06:27.400,0.242188,115,225,102,161
137.500,15:06:27.500,0.242188,115,256,101,161
137.600,15:06:27.600,0.242188,115,278,101,161
137.700,15:06:27.700,0.242188,115,278,101,160
137.800,15:06:27.800,0.242188,115,278,101,160
137.900,15:06:27.900,0.242188,115,278,100,159
138.000,15:06:28.000,0.242188,115,278,99,159
138.100,15:06:28.100,0.242188,115,278,99,159
138.200,15:06:28.200,0.242188,114,275,99,159
138.300,15:06:28.300,0.242188,114,268,99,159
138.400,15:06:28.400,0.242188,114,268,99,159
138.500,15:06:28.500,0.242188,115,278,98,158
138.600,15:06:28.600,0.242188,115,278,98,158
138.700,15:06:28.700,0.242188,115,278,98,158
138.800,15:06:28.800,0.242188,115,278,98,158
138.900,15:06:28.900,0.242188,114,278,98,159
139.000,15:06:29.000,0.242188,114,278,98,157
139.100,15:06:29.100,0.242188,115,278,98,157
139.200,15:06:29.200,0.242188,115,278,97,157
139.300,15:06:29.300,0.242188,115,278,97,157
139.400,15:06:29.400,0.242188,115,278,97,157
139.500,15:06:29.500,0.242188,115,278,97,157
139.600,15:06:29.600,0.242188,115,278,97,157
139.700,15:06:29.700,0.242188,116,278,97,157
139.800,15:06:29.800,0.242188,116,278,97,157
139.900,15:06:29.900,0.242188,115,278,97,157
140.000,15:06:30.000,0.242188,115,278,97,157
140.100,15:06:30.100,0.242188,115,278,97,157
140.200,15:06:30.200,0.242188,115,278,97,157
140.300,15:06:30.300,0.242188,115,278,96,157
140.400,15:06:30.400,0.242188,115,278,96,157
140.500,15:06:30.500,0.242188,114,255,95,157
140.600,15:06:30.600,0.242188,114,255,95,157
140.700,15:06:30.700,0.242188,114,222,95,158
140.800,15:06:30.800,0.242188,114,222,95,158
140.900,15:06:30.900,0.242188,116,222,95,158
141.000,15:06:31.000,0.242188,115,222,95,158
141.100,15:06:31.100,0.242188,115,222,95,158
141.200,15:06:31.200,0.242188,115,222,95,158
141.300,15:06:31.300,0.242188,116,222,95,158
141.400,15:06:31.400,0.242188,116,222,95,158
141.500,15:06:31.500,0.242188,116,222,95,158
141.600,15:06:31.600,0.242188,116,223,95,158
141.700,15:06:31.700,0.242188,116,223,95,158
141.800,15:06:31.800,0.242188,117,222,98,157
141.900,15:06:31.900,0.242188,117,222,98,157
142.000,15:06:32.000,0.242188,117,222,98,157
142.100,15:06:32.100,0.242188,114,222,97,156
142.200,15:06:32.200,0.242188,114,222,97,156
142.300,15:06:32.300,0.242188,114,233,97,156
142.400,15:06:32.400,0.242188,114,233,97,156
142.500,15:06:32.500,0.242188,114,233,97,156
142.600,15:06:32.600,0.242188,114,266,97,156
142.700,15:06:32.700,0.242188,114,266,97,156
142.800,15:06:32.800,0.242188,114,266,97,156
142.900,15:06:32.900,0.242188,114,266,97,156
143.000,15:06:33.000,0.242188,114,266,97,156
143.100,15:06:33.100,0.242188,114,266,97,156
143.200,15:06:33.200,0.242188,119,223,97,157
143.300,15:06:33.300,0.242188,118,222,97,157
143.400,15:06:33.400,0.242188,118,222,97,157
143.500,15:06:33.500,0.242188,116,222,97,157
143.600,15:06:33.600,0.242188,116,222,97,157
143.700,15:06:33.700,0.242188,116,222,97,157
143.800,15:06:33.800,0.242188,116,222,97,157
143.900,15:06:33.900,0.242188,116,222,97,157
144.000,15:06:34.000,0.242188,116,222,97,157
144.100,15:06:34.100,0.242188,117,222,97,157
144.200,15:06:34.200,0.242188,117,222,97,158
144.300,15:06:34.300,0.242188,117,222,97,159
144.400,15:06:34.400,0.242188,117,222,97,159
144.500,15:06:34.500,0.242188,116,222,97,160
144.600,15:06:34.600,0.242188,116,222,96,158
144.700,15:06:34.700,0.242188,108,222,96,158
144.800,15:06:34.800,0.242188,104,224,96,158
144.900,15:06:34.900,0.242188,104,223,96,158
145.000,15:06:35.000,0.242188,104,222,96,161
145.100,15:06:35.100,0.242188,104,222,96,164
145.200,15:06:35.200,0.242188,106,222,95,164
145.300,15:06:35.300,0.242188,114,244,95,163
145.400,15:06:35.400,0.242188,117,278,95,162
145.500,15:06:35.500,0.242188,117,255,95,162
145.600,15:06:35.600,0.242188,117,278,95,163
145.700,15:06:35.700,0.242188,117,278,95,163
145.800,15:06:35.800,0.242188,117,244,95,162
145.900,15:06:35.900,0.242188,117,244,95,162
146.000,15:06:36.000,0.242188,117,222,95,159
146.100,15:06:36.100,0.242188,117,255,95,158
146.200,15:06:36.200,0.242188,116,278,95,158
146.300,15:06:36.300,0.242188,116,278,96,158
146.400,15:06:36.400,0.242188,116,278,96,158
146.500,15:06:36.500,0.242188,116,245,96,158
146.600,15:06:36.600,0.242188,116,223,96,158
146.700,15:06:36.700,0.242188,116,223,96,158
146.800,15:06:36.800,0.242188,116,224,96,158
146.900,15:06:36.900,0.242188,116,256,96,158
147.000,15:06:37.000,0.242188,116,278,96,158
147.100,15:06:37.100,0.242188,116,278,96,158
147.200,15:06:37.200,0.242188,116,278,96,158
147.300,15:06:37.300,0.242188,116,278,96,158
147.400,15:06:37.400,0.242188,116,278,96,158
147.500,15:06:37.500,0.242188,116,278,96,158
147.600,15:06:37.600,0.242188,116,278,96,158
147.700,15:06:37.700,0.242188,116,278,96,158
147.800,15:06:37.800,0.242188,116,278,96,158
147.900,15:06:37.900,0.242188,116,278,96,158
148.000,15:06:38.000,0.242188,116,278,96,158
148.100,15:06:38.100,0.242188,115,278,96,158
148.200,15:06:38.200,0.242188,115,267,96,158
148.300,15:06:38.300,0.242188,114,234,95,158
148.400,15:06:38.400,0.242188,114,234,95,158
148.500,15:06:38.500,0.242188,114,267,94,157
148.600,15:06:38.600,0.242188,114,278,91,157
148.700,15:06:38.700,0.242188,115,278,89,157
148.800,15:06:38.800,0.242188,113,233,89,157
148.900,15:06:38.900,0.242188,113,233,89,157
149.000,15:06:39.000,0.242188,78,233,91,157
149.100,15:06:39.100,0.242188,55,267,81,157
149.200,15:06:39.200,0.242188,53,204,48,157
149.300,15:06:39.300,0.242188,53,92,58,157
149.400,15:06:39.400,0.242188,117,92,89,158
149.500,15:06:39.500,0.242188,116,92,88,158
149.600,15:06:39.600,0.242188,116,92,88,158
149.700,15:06:39.700,0.242188,116,92,87,158
149.800,15:06:39.800,0.242188,115,92,87,158
149.900,15:06:39.900,0.226562,132,94,87,159
150.000,15:06:40.000,0.226562,117,170,86,142
150.100,15:06:40.100,0.226562,114,286,79,88
150.200,15:06:40.200,0.226562,122,286,70,72
150.300,15:06:40.300,0.226562,122,286,70,72
150.400,15:06:40.400,0.226562,121,286,60,75
150.500,15:06:40.500,0.226562,121,286,60,75
150.600,15:06:40.600,0.226562,111,188,47,77
150.700,15:06:40.700,0.226562,111,188,47,77
150.800,15:06:40.800,0.234375,73,42,29,38
150.900,15:06:40.900,0.242188,96,239,36,179
151.000,15:06:41.000,0.242188,96,239,36,179
151.100,15:06:41.100,0.246094,32,195,28,181
151.200,15:06:41.200,0.246094,32,195,28,181
151.300,15:06:41.300,0.246094,32,195,28,181
