Time	UTC	GPS_lat(deg)	GPS_long(deg)	FINKEN_SENSOR_MODEL:acceleration_z	FINKEN_SENSOR_MODEL:acceleration_y	FINKEN_SENSOR_MODEL:acceleration_x	FINKEN_SENSOR_MODEL:velocity_yaw	FINKEN_SENSOR_MODEL:velocity_roll	FINKEN_SENSOR_MODEL:velocity_pitch	FINKEN_SENSOR_MODEL:velocity_z	FINKEN_SENSOR_MODEL:velocity_y	FINKEN_SENSOR_MODEL:velocity_x	FINKEN_SENSOR_MODEL:pos_yaw	FINKEN_SENSOR_MODEL:pos_roll	FINKEN_SENSOR_MODEL:pos_pitch	FINKEN_SENSOR_MODEL:pos_z	FINKEN_SENSOR_MODEL:pos_y	FINKEN_SENSOR_MODEL:pos_x	FINKEN_SENSOR_MODEL:distance_d_back	FINKEN_SENSOR_MODEL:distance_d_left	FINKEN_SENSOR_MODEL:distance_d_rigth	FINKEN_SENSOR_MODEL:distance_d_front
75.409	11:43:51.409	43.462229950	1.272889989	-9.454102	-0.232422	0.212891	-0.064697	0.04248	-0.130859	0.	0.	0.	-3.051025	0.004639	0.085449	0.519531	0.	0.	134	156	122	198
75.659	11:43:51.659	43.462229950	1.272889989	-9.803711	0.417969	0.958984	-0.041504	0.011475	-0.084961	0.	0.	0.	-3.054688	-0.008545	0.087158	0.527344	0.	0.	133	156	122	198
75.909	11:43:51.909	43.462229950	1.272889989	-9.904297	-0.945312	-0.275391	-0.066895	-0.040283	-0.072266	0.	0.	0.	-3.062744	-0.027588	0.07959	0.535156	0.	0.	129	156	119	179
76.159	11:43:52.159	43.462229950	1.272889989	-10.607422	-0.18457	0.597656	-0.046631	-0.108398	0.21582	0.	0.	0.	-3.065186	-0.018311	0.078613	0.535156	0.	0.	129	156	119	180
76.409	11:43:52.409	43.462229950	1.272889989	-10.986328	0.731445	0.683594	-0.014893	0.02124	-0.018066	0.	0.	0.	-3.067871	-0.003662	0.071533	0.507812	0.	0.	123	157	119	233
76.659	11:43:52.659	43.462229950	1.272889989	-11.077148	0.446289	1.006836	-0.015869	-0.054199	0.011475	0.	0.	0.	-3.067871	-0.000488	0.05957	0.511719	0.	0.	121	156	120	220
76.909	11:43:52.909	43.462229950	1.272889989	-10.110352	0.375	0.370117	-0.019043	-0.013672	0.039307	0.	0.	0.	-3.066895	0.00415	0.054932	0.519531	0.	0.	115	154	121	192
77.159	11:43:53.159	43.462229950	1.272889989	-9.793945	-1.301758	-1.999023	-0.062744	-0.013672	-0.112793	0.	0.	0.	-3.06665	-0.026611	0.047119	0.53125	0.	0.	111	153	120	193
77.409	11:43:53.409	43.462229950	1.272889989	-9.526367	-0.018555	-1.030273	-0.005127	-0.077637	-0.184082	0.	0.	0.	-3.068604	-0.003906	0.037598	0.539062	0.	0.	106	157	119	209
77.659	11:43:53.659	43.462229950	1.272889989	-10.420898	0.446289	0.973633	0.005127	0.110596	0.030762	0.	0.	0.	-3.06665	-0.005127	0.033691	0.535156	0.	0.	105	153	119	196
77.909	11:43:53.909	43.462229950	1.272889989	-9.602539	-0.051758	-0.246094	-0.037109	0.029785	-0.003174	0.	0.	0.	-3.067139	-0.005371	0.036865	0.539062	0.	0.	105	153	120	201
78.159	11:43:54.159	43.462229950	1.272889989	-9.870117	0.037109	0.089844	-0.032959	-0.00415	0.027588	0.	0.	0.	-3.066162	-0.008789	0.052734	0.558594	0.	0.	105	153	119	196
78.409	11:43:54.409	43.462229950	1.272889989	-9.071289	-0.769531	-0.94043	0.015869	0.031738	0.005127	0.	0.	0.	-3.061279	-0.001953	0.062012	0.554688	0.	0.	107	154	119	194
78.659	11:43:54.659	43.462229950	1.272889989	-9.660156	-0.237305	0.260742	-0.000977	0.101074	-0.283936	0.	0.	0.	-3.059814	-0.006348	0.066406	0.554688	0.	0.	109	155	119	191
78.909	11:43:54.909	43.462229950	1.272889989	-10.755859	-0.360352	1.115234	-0.063721	0.116943	-0.063721	0.	0.	0.	-3.060303	-0.028564	0.077393	0.554688	0.	0.	111	157	120	195
79.159	11:43:55.159	43.462229950	1.272889989	-9.708008	-0.108398	-1.542969	-0.038086	0.038086	0.066895	0.	0.	0.	-3.062744	0.003662	0.083252	0.535156	0.	0.	118	153	120	187
79.409	11:43:55.409	43.462229950	1.272889989	-9.779297	0.974609	0.811523	0.005127	-0.083008	-0.043457	0.	0.	0.	-3.062988	0.003906	0.078613	0.53125	0.	0.	119	153	120	267
79.659	11:43:55.659	43.462229950	1.272889989	-9.9375	0.179688	1.405273	-0.012695	0.146729	-0.030762	0.	0.	0.	-3.062256	0.000244	0.074951	0.535156	0.	0.	122	153	121	258
79.909	11:43:55.909	43.462229950	1.272889989	-9.96582	0.731445	0.711914	-0.00415	0.034912	0.000977	0.	0.	0.	-3.0625	-0.001709	0.084229	0.542969	0.	0.	123	154	121	230
80.159	11:43:56.159	43.462229950	1.272889989	-9.305664	0.237305	-1.329102	-0.034912	0.026367	-0.060547	0.	0.	0.	-3.060791	0.001953	0.075195	0.542969	0.	0.	122	155	121	215
80.409	11:43:56.409	43.462229950	1.272889989	-9.25293	0.750977	-0.99707	-0.065918	-0.032959	0.22876	0.	0.	0.	-3.066162	-0.008789	0.057373	0.550781	0.	0.	121	155	119	188
80.659	11:43:56.659	43.462229950	1.272889989	-9.444336	0.237305	-0.792969	-0.046631	0.005127	-0.126465	0.	0.	0.	-3.072998	-0.000977	0.055176	0.542969	0.	0.	121	155	118	206
80.909	11:43:56.909	43.462229950	1.272889989	-9.894531	0.583984	0.179688	-0.049805	0.071289	-0.110596	0.	0.	0.	-3.081299	-0.060547	0.056152	0.546875	0.	0.	120	119	117	193
81.159	11:43:57.159	43.462229950	1.272889989	-9.391602	1.117188	0.612305	-0.00415	-0.014893	-0.005127	0.	0.	0.	-3.089355	-0.00293	0.055176	0.542969	0.	0.	119	156	116	207
81.409	11:43:57.409	43.462229950	1.272889989	-9.688477	0.018555	0.222656	-0.028564	0.025391	-0.05835	0.	0.	0.	-3.0896	0.000244	0.050537	0.527344	0.	0.	119	155	116	187
81.659	11:43:57.659	43.462229950	1.272889989	-10.526367	0.484375	0.859375	-0.001953	0.022217	-0.047852	0.	0.	0.	-3.090088	0.002197	0.058838	0.527344	0.	0.	123	154	120	236
81.909	11:43:57.909	43.462229950	1.272889989	-9.822266	-0.213867	-0.873047	-0.008301	-0.015869	0.012695	0.	0.	0.	-3.088623	0.010986	0.05835	0.527344	0.	0.	124	153	120	266
82.159	11:43:58.159	43.462229950	1.272889989	-9.233398	0.146484	-0.089844	0.007324	-0.342529	-0.04248	0.	0.	0.	-3.086182	0.002197	0.089844	0.53125	0.	0.	126	153	121	265
82.409	11:43:58.409	43.462229950	1.272889989	-10.066406	-0.289062	1.376953	-0.028564	-0.012695	0.02124	0.	0.	0.	-3.086182	0.00293	0.057861	0.542969	0.	0.	128	155	121	260
82.659	11:43:58.659	43.462229950	1.272889989	-9.587891	-0.336914	-1.462891	-0.064697	-0.032959	-0.099854	0.	0.	0.	-3.087158	-0.000732	0.061523	0.554688	0.	0.	131	157	120	258
82.909	11:43:58.909	43.462229950	1.272889989	-9.688477	0.850586	0.75	0.001953	0.038086	-0.008301	0.	0.	0.	-3.087402	0.001221	0.060303	0.554688	0.	0.	133	157	120	241
83.159	11:43:59.159	43.462229950	1.272889989	-9.511719	0.479492	-0.484375	-0.023193	0.091309	-0.0979	0.	0.	0.	-3.087646	-0.003662	0.063965	0.550781	0.	0.	131	156	115	188
83.409	11:43:59.409	43.462229950	1.272889989	-9.957031	0.289062	1.006836	-0.015869	0.033936	-0.074463	0.	0.	0.	-3.087402	-0.006104	0.062988	0.554688	0.	0.	110	157	115	171
83.659	11:43:59.659	43.462229950	1.272889989	-10.612305	0.874023	0.678711	-0.015869	-0.167969	-0.057373	0.	0.	0.	-3.087891	-0.015625	-0.003662	0.558594	0.	0.	141	163	112	167
83.909	11:43:59.909	43.462229950	1.272889989	-10.612305	0.874023	0.678711	-0.015869	-0.167969	-0.057373	0.	0.	0.	-3.087891	-0.015625	-0.003662	0.558594	0.	0.	141	163	112	167
84.159	11:44:0.159	43.462229950	1.272889989	-10.875977	0.479492	0.954102	-0.013672	-0.109375	-0.049805	0.	0.	0.	-3.086182	-0.007568	0.080566	0.5625	0.	0.	152	165	109	241
84.409	11:44:0.409	43.462229950	1.272889989	-8.601562	0.013672	-0.099609	-0.007324	-0.019043	-0.114746	0.	0.	0.	-3.085449	-0.011963	0.070557	0.570312	0.	0.	155	166	107	212
84.659	11:44:0.659	43.462229950	1.272889989	-7.285156	-0.293945	1.015625	-0.014893	0.052002	-0.052979	0.	0.	0.	-3.086426	-0.015137	0.057373	0.566406	0.	0.	157	167	105	223
84.909	11:44:0.909	43.462229950	1.272889989	-7.433594	0.270508	-1.300781	-0.02124	-0.029785	-0.014893	0.	0.	0.	-3.086426	-0.012695	0.049072	0.546875	0.	0.	158	167	105	203
85.159	11:44:1.159	43.462229950	1.272889989	-10.828125	-0.389648	-0.94043	-0.036133	0.038086	-0.014893	0.	0.	0.	-3.088135	-0.013184	0.053467	0.328125	0.	0.	161	168	104	231
85.409	11:44:1.409	43.462229950	1.272889989	-13.34082	-0.298828	-0.811523	0.044678	-0.897949	0.089355	0.	0.	0.	-3.085693	-0.012695	0.048584	0.222656	0.	0.	169	100	105	97
85.659	11:44:1.659	43.462229950	1.272889989	-8.827148	1.235352	0.792969	-0.149902	2.842285	2.357178	0.	0.	0.	-3.075684	0.077881	0.130127	0.222656	0.	0.	172	85	106	36
85.909	11:44:1.909	43.462229950	1.272889989	-3.063477	-0.517578	-0.070312	0.060547	0.970459	-2.574219	0.	0.	0.	-3.053467	-0.007324	0.415771	0.222656	0.	0.	172	173	104	226
86.159	11:44:2.159	43.462229950	1.272889989	-1.349609	-3.013672	-5.984375	3.02002	-3.545898	0.40332	0.	0.	0.	-2.511963	0.651611	0.061523	0.222656	0.	0.	169	184	105	195
86.409	11:44:2.409	43.462229950	1.272889989	-5.427734	-1.625	0.161133	0.011475	-0.811768	-4.47583	0.	0.	0.	-2.55127	0.108154	0.021729	0.222656	0.	0.	200	187	106	107
86.659	11:44:2.659	43.462229950	1.272889989	-9.72168	-3.436523	-5.594727	0.184082	-0.300049	-0.099854	0.	0.	0.	-2.548584	0.119141	-0.057861	0.234375	0.	0.	179	194	111	62
86.909	11:44:2.909	43.462229950	1.272889989	-9.358398	1.692383	0.655273	-0.030762	-0.844971	0.824707	0.	0.	0.	-2.560059	-0.027344	0.070557	0.238281	0.	0.	178	199	108	62
87.159	11:44:3.159	43.462229950	1.272889989	-9.760742	0.15625	0.550781	-0.012695	-0.476562	0.489502	0.	0.	0.	-2.571289	0.008545	0.051025	0.242188	0.	0.	189	209	114	62
87.409	11:44:3.409	43.462229950	1.272889989	-9.416016	0.603516	0.194336	-0.033936	0.208496	-0.25	0.	0.	0.	-2.581543	0.009033	0.043701	0.242188	0.	0.	196	208	114	62
87.659	11:44:3.659	43.462229950	1.272889989	-9.760742	0.293945	0.151367	-0.001953	0.044678	0.05835	0.	0.	0.	-2.595215	0.016357	0.040283	0.242188	0.	0.	178	209	114	61
87.909	11:44:3.909	43.462229950	1.272889989	-9.870117	0.170898	-0.174805	-0.02002	0.073242	-0.184082	0.	0.	0.	-2.604248	0.023682	0.032959	0.242188	0.	0.	185	209	118	61
88.159	11:44:4.159	43.462229950	1.272889989	-9.736328	-0.075195	-0.166016	-0.011475	-0.001953	0.04248	0.	0.	0.	-2.618408	0.024658	0.032227	0.242188	0.	0.	181	212	116	61
88.409	11:44:4.409	43.462229950	1.272889989	-9.827148	-0.123047	-0.313477	-0.008301	-0.007324	0.011475	0.	0.	0.	-2.627686	0.025879	0.031006	0.242188	0.	0.	212	200	114	61
88.659	11:44:4.659	43.462229950	1.272889989	-9.798828	-0.166016	-0.222656	-0.011475	0.012695	-0.011475	0.	0.	0.	-2.641357	0.025635	0.031006	0.246094	0.	0.	210	218	114	61
88.909	11:44:4.909	43.462229950	1.272889989	-9.78418	-0.194336	-0.151367	-0.012695	0.016846	-0.029785	0.	0.	0.	-2.650391	0.025635	0.030762	0.242188	0.	0.	193	216	114	61
89.159	11:44:5.159	43.462229950	1.272889989	-9.870117	-0.161133	-0.199219	-0.013672	0.014893	-0.028564	0.	0.	0.	-2.664062	0.025146	0.031006	0.242188	0.	0.	188	214	113	61
89.409	11:44:5.409	43.462229950	1.272889989	-9.870117	-0.161133	-0.199219	-0.013672	0.014893	-0.028564	0.	0.	0.	-2.664062	0.025146	0.031006	0.242188	0.	0.	188	214	113	61
89.659	11:44:5.659	43.462229950	1.272889989	-9.774414	-0.137695	-0.204102	-0.014893	0.014893	-0.027588	0.	0.	0.	-2.690918	0.024414	0.03125	0.242188	0.	0.	182	222	110	62
89.909	11:44:5.909	43.462229950	1.272889989	-9.832031	-0.199219	-0.222656	-0.009521	0.014893	-0.025391	0.	0.	0.	-2.695312	0.024414	0.03125	0.242188	0.	0.	173	215	110	61
90.159	11:44:6.159	43.462229950	1.272889989	-9.717773	-0.15625	-0.174805	-0.012695	0.014893	-0.027588	0.	0.	0.	-2.708252	0.02417	0.03125	0.242188	0.	0.	190	212	109	62
90.409	11:44:6.409	43.462229950	1.272889989	-9.746094	-0.217773	-0.237305	-0.012695	0.016846	-0.026367	0.	0.	0.	-2.717041	0.023926	0.031006	0.246094	0.	0.	219	210	114	61
90.659	11:44:6.659	43.462229950	1.272889989	-9.9375	-0.18457	-0.208984	-0.012695	0.013672	-0.024414	0.	0.	0.	-2.72583	0.023682	0.03125	0.242188	0.	0.	221	205	108	62
90.909	11:44:6.909	43.462229950	1.272889989	-9.832031	-0.099609	-0.237305	-0.012695	0.011475	-0.025391	0.	0.	0.	-2.738281	0.023438	0.03125	0.242188	0.	0.	221	213	113	61
