Time	UTC	GPS_lat(deg)	GPS_long(deg)	FINKEN_ACTUATORS_MODEL:thrust	ROTORCRAFT_STATUS:vsupply	FINKEN_SENSOR_MODEL:pos_z
209.655	17:01:16.890	43.462229950	1.272889989	0.284571	122	0.199219
209.905	17:01:17.140	43.462229950	1.272889989	0.273188	122	0.199219
210.155	17:01:17.390	43.462229950	1.272889989	0.273188	122	0.238281
210.405	17:01:17.640	43.462229950	1.272889989	0.273188	122	0.238281
210.655	17:01:17.890	43.462229950	1.272889989	0.273188	122	0.234375
210.905	17:01:18.140	43.462229950	1.272889989	0.273188	126	0.234375
211.155	17:01:18.390	43.462229950	1.272889989	0.285808	126	0.234375
211.405	17:01:18.640	43.462229950	1.272889989	0.285808	126	0.234375
211.655	17:01:18.890	43.462229950	1.272889989	0.285808	126	0.242188
211.905	17:01:19.140	43.462229950	1.272889989	0.285808	126	0.242188
212.155	17:01:19.390	43.462229950	1.272889989	0.285808	126	0.238281
212.405	17:01:19.640	43.462229950	1.272889989	0.285808	126	0.238281
212.655	17:01:19.890	43.462229950	1.272889989	0.285808	126	0.246094
212.905	17:01:20.140	43.462229950	1.272889989	0.282545	126	0.246094
213.155	17:01:20.390	43.462229950	1.272889989	0.282545	126	0.246094
213.405	17:01:20.640	43.462229950	1.272889989	0.281114	126	0.246094
213.655	17:01:20.890	43.462229950	1.272889989	0.281114	126	0.246094
213.905	17:01:21.140	43.462229950	1.272889989	0.281114	126	0.246094
214.155	17:01:21.390	43.462229950	1.272889989	0.281114	126	0.25
214.405	17:01:21.640	43.462229950	1.272889989	0.281114	126	0.25
214.655	17:01:21.890	43.462229950	1.272889989	0.285133	126	0.25
214.905	17:01:22.140	43.462229950	1.272889989	0.285133	126	0.25
215.155	17:01:22.390	43.462229950	1.272889989	0.285133	126	0.25
215.405	17:01:22.640	43.462229950	1.272889989	0.285133	126	0.25
215.655	17:01:22.890	43.462229950	1.272889989	0.285133	126	0.25
215.905	17:01:23.140	43.462229950	1.272889989	0.288886	126	0.25
216.155	17:01:23.390	43.462229950	1.272889989	0.288886	126	0.246094
216.405	17:01:23.640	43.462229950	1.272889989	0.288886	126	0.246094
216.655	17:01:23.890	43.462229950	1.272889989	0.288886	126	0.246094
216.905	17:01:24.140	43.462229950	1.272889989	0.288886	126	0.246094
217.155	17:01:24.390	43.462229950	1.272889989	0.285169	126	0.246094
217.405	17:01:24.640	43.462229950	1.272889989	0.285169	126	0.25
217.655	17:01:24.890	43.462229950	1.272889989	0.285169	126	0.25
217.905	17:01:25.140	43.462229950	1.272889989	0.285169	126	0.25
218.155	17:01:25.390	43.462229950	1.272889989	0.286804	126	0.25
218.405	17:01:25.640	43.462229950	1.272889989	0.286804	126	0.25
218.655	17:01:25.890	43.462229950	1.272889989	0.286804	126	0.25
218.905	17:01:26.140	43.462229950	1.272889989	0.286804	126	0.25
219.155	17:01:26.390	43.462229950	1.272889989	0.287383	126	0.25
219.405	17:01:26.640	43.462229950	1.272889989	0.289201	126	0.246094
219.655	17:01:26.890	43.462229950	1.272889989	0.289316	126	0.246094
219.905	17:01:27.140	43.462229950	1.272889989	0.289153	126	0.25
220.155	17:01:27.390	43.462229950	1.272889989	0.289153	126	0.246094
220.405	17:01:27.640	43.462229950	1.272889989	0.291815	126	0.246094
220.655	17:01:27.890	43.462229950	1.272889989	0.288922	126	0.25
220.905	17:01:28.140	43.462229950	1.272889989	0.292317	126	0.25
221.155	17:01:28.390	43.462229950	1.272889989	0.2986	126	0.246094
221.405	17:01:28.640	43.462229950	1.272889989	0.294375	126	0.246094
221.655	17:01:28.890	43.462229950	1.272889989	0.29416	126	0.25
221.905	17:01:29.140	43.462229950	1.272889989	0.295157	126	0.246094
222.155	17:01:29.390	43.462229950	1.272889989	0.296821	126	0.246094
222.405	17:01:29.640	43.462229950	1.272889989	0.290895	126	0.25
222.655	17:01:29.890	43.462229950	1.272889989	0.297382	126	0.25
222.905	17:01:30.140	43.462229950	1.272889989	0.297943	126	0.246094
223.155	17:01:30.390	43.462229950	1.272889989	0.299597	126	0.246094
223.405	17:01:30.640	43.462229950	1.272889989	0.29877	126	0.25
223.655	17:01:30.890	43.462229950	1.272889989	0.300148	126	0.25
223.905	17:01:31.140	43.462229950	1.272889989	0.301432	126	0.246094
224.155	17:01:31.390	43.462229950	1.272889989	0.301389	126	0.246094
224.405	17:01:31.640	43.462229950	1.272889989	0.302381	126	0.25
224.655	17:01:31.890	43.462229950	1.272889989	0.304768	126	0.246094
224.905	17:01:32.140	43.462229950	1.272889989	0.304768	126	0.246094
225.155	17:01:32.390	43.462229950	1.272889989	0.304591	126	0.25
225.405	17:01:32.640	43.462229950	1.272889989	0.310828	126	0.246094
225.655	17:01:32.890	43.462229950	1.272889989	0.302944	126	0.25
225.905	17:01:33.140	43.462229950	1.272889989	0.301651	126	0.25
226.155	17:01:33.390	43.462229950	1.272889989	0.307386	126	0.25
226.405	17:01:33.640	43.462229950	1.272889989	0.308653	126	0.246094
226.655	17:01:33.890	43.462229950	1.272889989	0.308653	126	0.246094
226.905	17:01:34.140	43.462229950	1.272889989	0.306873	126	0.25
227.155	17:01:34.390	43.462229950	1.272889989	0.310167	126	0.25
227.405	17:01:34.640	43.462229950	1.272889989	0.310124	126	0.25
227.655	17:01:34.890	43.462229950	1.272889989	0.311262	126	0.25
227.905	17:01:35.140	43.462229950	1.272889989	0.31183	126	0.25
228.155	17:01:35.390	43.462229950	1.272889989	0.31016	126	0.246094
228.405	17:01:35.640	43.462229950	1.272889989	0.31016	126	0.25
228.655	17:01:35.890	43.462229950	1.272889989	0.31016	126	0.25
228.905	17:01:36.140	43.462229950	1.272889989	0.314601	126	0.246094
229.155	17:01:36.390	43.462229950	1.272889989	0.316148	126	0.246094
229.405	17:01:36.640	43.462229950	1.272889989	0.316029	126	0.25
229.655	17:01:36.890	43.462229950	1.272889989	0.316818	126	0.25
229.905	17:01:37.140	43.462229950	1.272889989	0.3192	126	0.246094
230.155	17:01:37.390	43.462229950	1.272889989	0.31836	126	0.25
230.405	17:01:37.640	43.462229950	1.272889989	0.31836	126	0.25
230.655	17:01:37.890	43.462229950	1.272889989	0.325258	126	0.25
230.905	17:01:38.140	43.462229950	1.272889989	0.319829	126	0.25
231.155	17:01:38.390	43.462229950	1.272889989	0.321259	126	0.25
231.405	17:01:38.640	43.462229950	1.272889989	0.321812	126	0.25
231.655	17:01:38.890	43.462229950	1.272889989	0.323799	126	0.246094
231.905	17:01:39.140	43.462229950	1.272889989	0.322706	126	0.25
232.155	17:01:39.390	43.462229950	1.272889989	0.32347	126	0.25
232.405	17:01:39.640	43.462229950	1.272889989	0.324582	126	0.25
232.655	17:01:39.890	43.462229950	1.272889989	0.325135	126	0.25
232.905	17:01:40.140	43.462229950	1.272889989	0.325688	126	0.25
233.155	17:01:40.390	43.462229950	1.272889989	0.332455	126	0.246094
233.405	17:01:40.640	43.462229950	1.272889989	0.324532	126	0.25
233.655	17:01:40.890	43.462229950	1.272889989	0.327446	126	0.25
233.905	17:01:41.140	43.462229950	1.272889989	0.328446	126	0.25
234.155	17:01:41.390	43.462229950	1.272889989	0.328446	126	0.25
234.405	17:01:41.640	43.462229950	1.272889989	0.327623	126	0.25
234.655	17:01:41.890	43.462229950	1.272889989	0.33061	126	0.25
234.905	17:01:42.140	43.462229950	1.272889989	0.331223	126	0.246094
235.155	17:01:42.390	43.462229950	1.272889989	0.327217	126	0.25
235.405	17:01:42.640	43.462229950	1.272889989	0.332871	126	0.25
235.655	17:01:42.890	43.462229950	1.272889989	0.333442	126	0.25
235.905	17:01:43.140	43.462229950	1.272889989	0.339655	126	0.246094
236.155	17:01:43.390	43.462229950	1.272889989	0.334621	126	0.25
236.405	17:01:43.640	43.462229950	1.272889989	0.335649	126	0.25
236.655	17:01:43.890	43.462229950	1.272889989	0.336213	126	0.25
236.905	17:01:44.140	43.462229950	1.272889989	0.334865	126	0.246094
237.155	17:01:44.390	43.462229950	1.272889989	0.334865	126	0.25
237.405	17:01:44.640	43.462229950	1.272889989	0.338428	126	0.25
237.655	17:01:44.890	43.462229950	1.272889989	0.338428	126	0.246094
237.905	17:01:45.140	43.462229950	1.272889989	0.340074	126	0.25
238.155	17:01:45.390	43.462229950	1.272889989	0.340645	126	0.25
238.405	17:01:45.640	43.462229950	1.272889989	0.336639	126	0.25
238.655	17:01:45.890	43.462229950	1.272889989	0.34481	126	0.25
238.905	17:01:46.140	43.462229950	1.272889989	0.342855	126	0.25
239.155	17:01:46.390	43.462229950	1.272889989	0.344518	126	0.246094
239.405	17:01:46.640	43.462229950	1.272889989	0.34375	126	0.25
239.655	17:01:46.890	43.462229950	1.272889989	0.34375	126	0.25
239.905	17:01:47.140	43.462229950	1.272889989	0.351296	126	0.25
240.155	17:01:47.390	43.462229950	1.272889989	0.346076	126	0.25
240.405	17:01:47.640	43.462229950	1.272889989	0.34674	126	0.25
240.655	17:01:47.890	43.462229950	1.272889989	0.347296	126	0.25
240.905	17:01:48.140	43.462229950	1.272889989	0.349113	126	0.25
241.155	17:01:48.390	43.462229950	1.272889989	0.348517	126	0.25
241.405	17:01:48.640	43.462229950	1.272889989	0.348517	126	0.25
241.655	17:01:48.890	43.462229950	1.272889989	0.350067	126	0.25
241.905	17:01:49.140	43.462229950	1.272889989	0.351174	126	0.25
242.155	17:01:49.390	43.462229950	1.272889989	0.351727	126	0.25
242.405	17:01:49.640	43.462229950	1.272889989	0.35228	126	0.25
242.655	17:01:49.890	43.462229950	1.272889989	0.352833	126	0.25
242.905	17:01:50.140	43.462229950	1.272889989	0.353939	126	0.25
243.155	17:01:50.390	43.462229950	1.272889989	0.354493	126	0.25
243.405	17:01:50.640	43.462229950	1.272889989	0.355046	126	0.25
243.655	17:01:50.890	43.462229950	1.272889989	0.355599	126	0.25
243.905	17:01:51.140	43.462229950	1.272889989	0.356665	126	0.25
244.155	17:01:51.390	43.462229950	1.272889989	0.357259	126	0.25
244.405	17:01:51.640	43.462229950	1.272889989	0.354596	126	0.25
244.655	17:01:51.890	43.462229950	1.272889989	0.35829	126	0.25
244.905	17:01:52.140	43.462229950	1.272889989	0.359475	126	0.25
245.155	17:01:52.390	43.462229950	1.272889989	0.359819	126	0.25
245.405	17:01:52.640	43.462229950	1.272889989	0.359234	126	0.25
245.655	17:01:52.890	43.462229950	1.272889989	0.361103	126	0.25
245.905	17:01:53.140	43.462229950	1.272889989	0.362243	126	0.25
246.155	17:01:53.390	43.462229950	1.272889989	0.360302	126	0.25
246.405	17:01:53.640	43.462229950	1.272889989	0.363289	126	0.25
246.655	17:01:53.890	43.462229950	1.272889989	0.363901	126	0.25
246.905	17:01:54.140	43.462229950	1.272889989	0.365009	126	0.25
247.155	17:01:54.390	43.462229950	1.272889989	0.365562	126	0.25
247.405	17:01:54.640	43.462229950	1.272889989	0.366115	126	0.25
247.655	17:01:54.890	43.462229950	1.272889989	0.366669	126	0.246094
247.905	17:01:55.140	43.462229950	1.272889989	0.369486	126	0.246094
248.155	17:01:55.390	43.462229950	1.272889989	0.386504	126	0.199219
248.405	17:01:55.640	43.462229950	1.272889989	0.372637	126	0.199219
248.655	17:01:55.890	43.462229950	1.272889989	0.372637	126	0.199219
248.905	17:01:56.140	43.462229950	1.272889989	0.365902	126	0.238281
249.155	17:01:56.390	43.462229950	1.272889989	0.370928	126	0.242188
249.405	17:01:56.640	43.462229950	1.272889989	0.372455	126	0.242188
249.655	17:01:56.890	43.462229950	1.272889989	0.373654	126	0.242188
249.905	17:01:57.140	43.462229950	1.272889989	0.374173	126	0.242188
250.155	17:01:57.390	43.462229950	1.272889989	0.374738	126	0.242188
250.405	17:01:57.640	43.462229950	1.272889989	0.375303	126	0.242188
250.655	17:01:57.890	43.462229950	1.272889989	0.376434	126	0.242188
250.905	17:01:58.140	43.462229950	1.272889989	0.376999	126	0.242188
251.155	17:01:58.390	43.462229950	1.272889989	0.379388	126	0.238281
251.405	17:01:58.640	43.462229950	1.272889989	0.376605	126	0.242188
251.655	17:01:58.890	43.462229950	1.272889989	0.379267	126	0.242188
251.905	17:01:59.140	43.462229950	1.272889989	0.379833	126	0.242188
252.155	17:01:59.390	43.462229950	1.272889989	0.395597	126	0.226562
252.405	17:01:59.640	43.462229950	1.272889989	0.366108	126	0.25
252.655	17:01:59.890	43.462229950	1.272889989	0.381579	126	0.25
252.905	17:02:0.140	43.462229950	1.272889989	0.382147	126	0.25
253.155	17:02:0.390	43.462229950	1.272889989	0.386967	126	0.246094
253.405	17:02:0.640	43.462229950	1.272889989	0.388814	126	0.242188
253.655	17:02:0.890	43.462229950	1.272889989	0.384902	126	0.242188
253.905	17:02:1.140	43.462229950	1.272889989	0.387288	126	0.238281
254.155	17:02:1.390	43.462229950	1.272889989	0.385228	126	0.242188
254.405	17:02:1.640	43.462229950	1.272889989	0.386581	126	0.242188
254.655	17:02:1.890	43.462229950	1.272889989	0.387434	126	0.246094
254.905	17:02:2.140	43.462229950	1.272889989	0.388031	126	0.246094
255.155	17:02:2.390	43.462229950	1.272889989	0.391757	126	0.242188
255.405	17:02:2.640	43.462229950	1.272889989	0.38948	126	0.242188
255.655	17:02:2.890	43.462229950	1.272889989	0.384879	126	0.246094
255.905	17:02:3.140	43.462229950	1.272889989	0.390715	126	0.246094
256.155	17:02:3.390	43.462229950	1.272889989	0.391404	126	0.246094
256.405	17:02:3.640	43.462229950	1.272889989	0.391404	126	0.242188
256.655	17:02:3.890	43.462229950	1.272889989	0.391404	126	0.242188
256.905	17:02:4.140	43.462229950	1.272889989	0.239474	126	0.242188
257.155	17:02:4.390	43.462229950	1.272889989	0.239474	126	0.242188
257.405	17:02:4.640	43.462229950	1.272889989	0.239474	126	0.242188
257.655	17:02:4.890	43.462229950	1.272889989	0.239474	126	0.242188
257.905	17:02:5.140	43.462229950	1.272889989	0.239474	126	0.242188
258.155	17:02:5.390	43.462229950	1.272889989	0.239474	126	0.242188
258.405	17:02:5.640	43.462229950	1.272889989	0.239474	126	0.242188
258.655	17:02:5.890	43.462229950	1.272889989	0.239474	126	0.242188
258.905	17:02:6.140	43.462229950	1.272889989	0.239474	126	0.242188
259.155	17:02:6.390	43.462229950	1.272889989	0.239474	126	0.242188
259.405	17:02:6.640	43.462229950	1.272889989	0.239474	126	0.242188
259.655	17:02:6.890	43.462229950	1.272889989	0.239474	126	0.242188
259.905	17:02:7.140	43.462229950	1.272889989	0.239474	126	0.242188
260.155	17:02:7.390	43.462229950	1.272889989	0.239474	126	0.242188
260.405	17:02:7.640	43.462229950	1.272889989	0.239474	126	0.242188
260.655	17:02:7.890	43.462229950	1.272889989	0.239474	126	0.242188
260.905	17:02:8.140	43.462229950	1.272889989	0.239474	126	0.242188
261.155	17:02:8.390	43.462229950	1.272889989	0.239474	126	0.242188
261.405	17:02:8.640	43.462229950	1.272889989	0.239474	126	0.242188
261.655	17:02:8.890	43.462229950	1.272889989	0.239474	126	0.242188
261.905	17:02:9.140	43.462229950	1.272889989	0.239474	126	0.242188
262.155	17:02:9.390	43.462229950	1.272889989	0.239474	126	0.242188
262.405	17:02:9.640	43.462229950	1.272889989	0.239474	126	0.242188
262.655	17:02:9.890	43.462229950	1.272889989	0.239474	126	0.242188
262.905	17:02:10.140	43.462229950	1.272889989	0.239474	126	0.242188
263.155	17:02:10.390	43.462229950	1.272889989	0.239474	126	0.242188
263.405	17:02:10.640	43.462229950	1.272889989	0.239474	126	0.242188
263.655	17:02:10.890	43.462229950	1.272889989	0.239474	126	0.242188
263.905	17:02:11.140	43.462229950	1.272889989	0.239474	126	0.242188
264.155	17:02:11.390	43.462229950	1.272889989	0.239474	126	0.242188
264.405	17:02:11.640	43.462229950	1.272889989	0.239474	126	0.242188
264.655	17:02:11.890	43.462229950	1.272889989	0.239474	126	0.242188
264.905	17:02:12.140	43.462229950	1.272889989	0.239474	126	0.242188
265.155	17:02:12.390	43.462229950	1.272889989	0.239474	126	0.242188
265.405	17:02:12.640	43.462229950	1.272889989	0.239474	126	0.242188
265.655	17:02:12.890	43.462229950	1.272889989	0.239474	126	0.242188
265.905	17:02:13.140	43.462229950	1.272889989	0.239474	126	0.242188
266.155	17:02:13.390	43.462229950	1.272889989	0.239474	126	0.242188
266.405	17:02:13.640	43.462229950	1.272889989	0.239474	126	0.242188
266.655	17:02:13.890	43.462229950	1.272889989	0.239474	126	0.242188
266.905	17:02:14.140	43.462229950	1.272889989	0.239474	126	0.242188
267.155	17:02:14.390	43.462229950	1.272889989	0.239474	126	0.242188
267.405	17:02:14.640	43.462229950	1.272889989	0.239474	126	0.242188
267.655	17:02:14.890	43.462229950	1.272889989	0.239474	126	0.242188
267.905	17:02:15.140	43.462229950	1.272889989	0.239474	126	0.242188
268.155	17:02:15.390	43.462229950	1.272889989	0.239474	126	0.242188
268.405	17:02:15.640	43.462229950	1.272889989	0.239474	126	0.242188
268.655	17:02:15.890	43.462229950	1.272889989	0.239474	126	0.242188
268.905	17:02:16.140	43.462229950	1.272889989	0.239474	126	0.242188
269.155	17:02:16.390	43.462229950	1.272889989	0.239474	126	0.242188
269.405	17:02:16.640	43.462229950	1.272889989	0.239474	126	0.242188
269.655	17:02:16.890	43.462229950	1.272889989	0.239474	126	0.242188
269.905	17:02:17.140	43.462229950	1.272889989	0.239474	126	0.242188
270.155	17:02:17.390	43.462229950	1.272889989	0.239474	126	0.242188
270.405	17:02:17.640	43.462229950	1.272889989	0.239474	126	0.242188
270.655	17:02:17.890	43.462229950	1.272889989	0.239474	126	0.242188
270.905	17:02:18.140	43.462229950	1.272889989	0.239474	126	0.242188
271.155	17:02:18.390	43.462229950	1.272889989	0.239474	126	0.242188
271.405	17:02:18.640	43.462229950	1.272889989	0.239474	126	0.242188
271.655	17:02:18.890	43.462229950	1.272889989	0.239474	126	0.242188
271.905	17:02:19.140	43.462229950	1.272889989	0.239474	126	0.242188
272.155	17:02:19.390	43.462229950	1.272889989	0.239474	126	0.242188
272.405	17:02:19.640	43.462229950	1.272889989	0.239474	126	0.242188
272.655	17:02:19.890	43.462229950	1.272889989	0.239474	126	0.242188
272.905	17:02:20.140	43.462229950	1.272889989	0.239474	126	0.242188
273.155	17:02:20.390	43.462229950	1.272889989	0.239474	126	0.242188
273.405	17:02:20.640	43.462229950	1.272889989	0.239474	126	0.242188
273.655	17:02:20.890	43.462229950	1.272889989	0.242105	126	0.242188
273.905	17:02:21.140	43.462229950	1.272889989	0.522057	126	0.242188
274.155	17:02:21.390	43.462229950	1.272889989	0.282205	125	0.242188
274.405	17:02:21.640	43.462229950	1.272889989	0.279998	125	0.242188
274.655	17:02:21.890	43.462229950	1.272889989	0.28056	125	0.242188
274.905	17:02:22.140	43.462229950	1.272889989	0.283757	125	0.242188
275.155	17:02:22.390	43.462229950	1.272889989	0.286954	125	0.199219
275.405	17:02:22.640	43.462229950	1.272889989	0.297096	125	0.199219
275.655	17:02:22.890	43.462229950	1.272889989	0.2	125	0.414062
275.905	17:02:23.140	43.462229950	1.272889989	0.2	125	0.542969
276.155	17:02:23.390	43.462229950	1.272889989	0.333772	124	0.480469
276.405	17:02:23.640	43.462229950	1.272889989	0.391394	124	0.199219
276.655	17:02:23.890	43.462229950	1.272889989	0.303378	124	0.199219
276.905	17:02:24.140	43.462229950	1.272889989	0.291125	124	0.199219
277.155	17:02:24.390	43.462229950	1.272889989	0.292332	124	0.199219
277.405	17:02:24.640	43.462229950	1.272889989	0.289317	124	0.222656
277.655	17:02:24.890	43.462229950	1.272889989	0.289481	124	0.242188
277.905	17:02:25.140	43.462229950	1.272889989	0.290822	124	0.242188
278.155	17:02:25.390	43.462229950	1.272889989	0.292446	125	0.242188
278.405	17:02:25.640	43.462229950	1.272889989	0.293011	125	0.242188
278.655	17:02:25.890	43.462229950	1.272889989	0.293577	125	0.242188
278.905	17:02:26.140	43.462229950	1.272889989	0.294708	125	0.242188
279.155	17:02:26.390	43.462229950	1.272889989	0.295273	125	0.242188
279.405	17:02:26.640	43.462229950	1.272889989	0.295839	125	0.242188
279.655	17:02:26.890	43.462229950	1.272889989	0.296404	125	0.242188
279.905	17:02:27.140	43.462229950	1.272889989	0.297535	125	0.242188
280.155	17:02:27.390	43.462229950	1.272889989	0.298101	125	0.242188
280.405	17:02:27.640	43.462229950	1.272889989	0.298666	125	0.242188
280.655	17:02:27.890	43.462229950	1.272889989	0.299232	125	0.242188
280.905	17:02:28.140	43.462229950	1.272889989	0.300363	125	0.242188
281.155	17:02:28.390	43.462229950	1.272889989	0.300928	125	0.242188
281.405	17:02:28.640	43.462229950	1.272889989	0.301494	125	0.242188
281.655	17:02:28.890	43.462229950	1.272889989	0.302059	125	0.242188
281.905	17:02:29.140	43.462229950	1.272889989	0.30319	125	0.242188
282.155	17:02:29.390	43.462229950	1.272889989	0.303756	125	0.242188
282.405	17:02:29.640	43.462229950	1.272889989	0.304321	125	0.242188
282.655	17:02:29.890	43.462229950	1.272889989	0.304887	125	0.242188
282.905	17:02:30.140	43.462229950	1.272889989	0.306018	125	0.242188
283.155	17:02:30.390	43.462229950	1.272889989	0.303951	125	0.242188
283.405	17:02:30.640	43.462229950	1.272889989	0.304517	125	0.242188
283.655	17:02:30.890	43.462229950	1.272889989	0.307714	125	0.242188
283.905	17:02:31.140	43.462229950	1.272889989	0.306213	125	0.242188
284.155	17:02:31.390	43.462229950	1.272889989	0.306779	126	0.242188
284.405	17:02:31.640	43.462229950	1.272889989	0.307344	126	0.242188
284.655	17:02:31.890	43.462229950	1.272889989	0.30791	126	0.242188
284.905	17:02:32.140	43.462229950	1.272889989	0.309041	126	0.242188
285.155	17:02:32.390	43.462229950	1.272889989	0.309606	126	0.242188
285.405	17:02:32.640	43.462229950	1.272889989	0.310172	126	0.242188
285.655	17:02:32.890	43.462229950	1.272889989	0.310737	126	0.242188
285.905	17:02:33.140	43.462229950	1.272889989	0.311868	126	0.242188
286.155	17:02:33.390	43.462229950	1.272889989	0.312434	126	0.242188
286.405	17:02:33.640	43.462229950	1.272889989	0.312999	126	0.242188
286.655	17:02:33.890	43.462229950	1.272889989	0.313565	126	0.242188
286.905	17:02:34.140	43.462229950	1.272889989	0.314696	126	0.242188
287.155	17:02:34.390	43.462229950	1.272889989	0.315261	126	0.242188
287.405	17:02:34.640	43.462229950	1.272889989	0.315827	126	0.242188
287.655	17:02:34.890	43.462229950	1.272889989	0.316392	126	0.242188
287.905	17:02:35.140	43.462229950	1.272889989	0.317523	126	0.242188
288.155	17:02:35.390	43.462229950	1.272889989	0.317523	126	0.242188
288.405	17:02:35.640	43.462229950	1.272889989	0.318654	126	0.242188
288.655	17:02:35.890	43.462229950	1.272889989	0.319219	126	0.242188
288.905	17:02:36.140	43.462229950	1.272889989	0.32035	126	0.242188
289.155	17:02:36.390	43.462229950	1.272889989	0.320916	126	0.242188
289.405	17:02:36.640	43.462229950	1.272889989	0.321481	126	0.242188
289.655	17:02:36.890	43.462229950	1.272889989	0.322047	126	0.242188
289.905	17:02:37.140	43.462229950	1.272889989	0.323178	126	0.242188
290.155	17:02:37.390	43.462229950	1.272889989	0.323743	126	0.242188
290.405	17:02:37.640	43.462229950	1.272889989	0.324309	126	0.242188
290.655	17:02:37.890	43.462229950	1.272889989	0.324874	126	0.242188
290.905	17:02:38.140	43.462229950	1.272889989	0.326005	126	0.242188
291.155	17:02:38.390	43.462229950	1.272889989	0.32657	126	0.242188
291.405	17:02:38.640	43.462229950	1.272889989	0.327136	126	0.242188
291.655	17:02:38.890	43.462229950	1.272889989	0.328267	126	0.242188
291.905	17:02:39.140	43.462229950	1.272889989	0.328832	126	0.242188
292.155	17:02:39.390	43.462229950	1.272889989	0.329398	126	0.242188
292.405	17:02:39.640	43.462229950	1.272889989	0.329963	126	0.242188
292.655	17:02:39.890	43.462229950	1.272889989	0.331094	126	0.242188
292.905	17:02:40.140	43.462229950	1.272889989	0.331659	126	0.242188
293.155	17:02:40.390	43.462229950	1.272889989	0.332225	126	0.242188
293.405	17:02:40.640	43.462229950	1.272889989	0.33279	126	0.242188
293.655	17:02:40.890	43.462229950	1.272889989	0.333921	126	0.242188
293.905	17:02:41.140	43.462229950	1.272889989	0.334487	126	0.242188
294.155	17:02:41.390	43.462229950	1.272889989	0.335052	126	0.242188
294.405	17:02:41.640	43.462229950	1.272889989	0.335618	126	0.242188
294.655	17:02:41.890	43.462229950	1.272889989	0.336748	126	0.242188
294.905	17:02:42.140	43.462229950	1.272889989	0.337314	126	0.242188
295.155	17:02:42.390	43.462229950	1.272889989	0.337879	126	0.242188
295.405	17:02:42.640	43.462229950	1.272889989	0.338445	126	0.242188
295.655	17:02:42.890	43.462229950	1.272889989	0.339576	126	0.242188
295.905	17:02:43.140	43.462229950	1.272889989	0.340141	126	0.242188
296.155	17:02:43.390	43.462229950	1.272889989	0.340707	126	0.242188
296.405	17:02:43.640	43.462229950	1.272889989	0.341272	126	0.242188
296.655	17:02:43.890	43.462229950	1.272889989	0.342403	126	0.242188
296.905	17:02:44.140	43.462229950	1.272889989	0.342968	126	0.242188
297.155	17:02:44.390	43.462229950	1.272889989	0.343534	126	0.242188
297.405	17:02:44.640	43.462229950	1.272889989	0.344099	126	0.242188
297.655	17:02:44.890	43.462229950	1.272889989	0.34523	126	0.242188
297.905	17:02:45.140	43.462229950	1.272889989	0.345796	126	0.242188
298.155	17:02:45.390	43.462229950	1.272889989	0.346361	126	0.242188
298.405	17:02:45.640	43.462229950	1.272889989	0.346927	126	0.242188
298.655	17:02:45.890	43.462229950	1.272889989	0.348058	126	0.242188
298.905	17:02:46.140	43.462229950	1.272889989	0.348623	126	0.242188
299.155	17:02:46.390	43.462229950	1.272889989	0.349188	126	0.242188
299.405	17:02:46.640	43.462229950	1.272889989	0.349754	126	0.242188
299.655	17:02:46.890	43.462229950	1.272889989	0.350885	126	0.242188
299.905	17:02:47.140	43.462229950	1.272889989	0.35145	126	0.242188
300.155	17:02:47.390	43.462229950	1.272889989	0.352016	126	0.242188
300.405	17:02:47.640	43.462229950	1.272889989	0.352581	126	0.242188
300.655	17:02:47.890	43.462229950	1.272889989	0.353712	126	0.242188
300.905	17:02:48.140	43.462229950	1.272889989	0.354278	126	0.242188
301.155	17:02:48.390	43.462229950	1.272889989	0.354843	126	0.242188
301.405	17:02:48.640	43.462229950	1.272889989	0.355408	126	0.242188
301.655	17:02:48.890	43.462229950	1.272889989	0.356539	126	0.242188
301.905	17:02:49.140	43.462229950	1.272889989	0.357105	126	0.242188
302.155	17:02:49.390	43.462229950	1.272889989	0.35767	126	0.242188
302.405	17:02:49.640	43.462229950	1.272889989	0.358236	126	0.242188
302.655	17:02:49.890	43.462229950	1.272889989	0.359367	126	0.242188
302.905	17:02:50.140	43.462229950	1.272889989	0.359932	126	0.242188
303.155	17:02:50.390	43.462229950	1.272889989	0.360498	126	0.242188
303.405	17:02:50.640	43.462229950	1.272889989	0.361063	126	0.242188
303.655	17:02:50.890	43.462229950	1.272889989	0.362194	126	0.242188
303.905	17:02:51.140	43.462229950	1.272889989	0.362759	126	0.242188
304.155	17:02:51.390	43.462229950	1.272889989	0.363325	126	0.242188
304.405	17:02:51.640	43.462229950	1.272889989	0.364456	126	0.242188
304.655	17:02:51.890	43.462229950	1.272889989	0.359361	126	0.246094
304.905	17:02:52.140	43.462229950	1.272889989	0.364096	126	0.25
305.155	17:02:52.390	43.462229950	1.272889989	0.366315	126	0.246094
305.405	17:02:52.640	43.462229950	1.272889989	0.239474	126	0.242188
305.655	17:02:52.890	43.462229950	1.272889989	0.239474	126	0.25
305.905	17:02:53.140	43.462229950	1.272889989	0.239474	126	0.25
306.155	17:02:53.390	43.462229950	1.272889989	0.239474	126	0.25
306.405	17:02:53.640	43.462229950	1.272889989	0.239474	126	0.25
306.655	17:02:53.890	43.462229950	1.272889989	0.239474	126	0.246094
