Time	UTC	GPS_lat(deg)	GPS_long(deg)	FINKEN_ACTUATORS_SET_POINT:thrust	ROTORCRAFT_STATUS:vsupply	FINKEN_SENSOR_MODEL:pos_z
106.248	10:20:36.283	43.462229950	1.272889989	0.400987	117	0.570312
106.498	10:20:36.533	43.462229950	1.272889989	0.394895	117	0.570312
106.748	10:20:36.783	43.462229950	1.272889989	0.399634	117	0.550781
106.998	10:20:37.033	43.462229950	1.272889989	0.399971	117	0.511719
107.248	10:20:37.283	43.462229950	1.272889989	0.395718	117	0.519531
107.498	10:20:37.533	43.462229950	1.272889989	0.39385	117	0.535156
107.748	10:20:37.783	43.462229950	1.272889989	0.38878	117	0.542969
107.998	10:20:38.033	43.462229950	1.272889989	0.403635	117	0.53125
108.248	10:20:38.283	43.462229950	1.272889989	0.399941	117	0.523438
108.498	10:20:38.533	43.462229950	1.272889989	0.396045	117	0.539062
108.748	10:20:38.783	43.462229950	1.272889989	0.401933	117	0.539062
108.998	10:20:39.033	43.462229950	1.272889989	0.409246	117	0.515625
109.248	10:20:39.283	43.462229950	1.272889989	0.40138	117	0.503906
109.498	10:20:39.533	43.462229950	1.272889989	0.403647	117	0.503906
109.748	10:20:39.783	43.462229950	1.272889989	0.402972	117	0.507812
109.998	10:20:40.033	43.462229950	1.272889989	0.39374	117	0.53125
110.248	10:20:40.283	43.462229950	1.272889989	0.392896	117	0.546875
110.498	10:20:40.533	43.462229950	1.272889989	0.397249	117	0.550781
110.748	10:20:40.783	43.462229950	1.272889989	0.406373	117	0.550781
110.998	10:20:41.033	43.462229950	1.272889989	0.398043	117	0.542969
111.248	10:20:41.283	43.462229950	1.272889989	0.399853	117	0.53125
111.498	10:20:41.533	43.462229950	1.272889989	0.396071	117	0.550781
111.748	10:20:41.783	43.462229950	1.272889989	0.385313	117	0.5625
111.998	10:20:42.033	43.462229950	1.272889989	0.395434	117	0.578125
112.248	10:20:42.283	43.462229950	1.272889989	0.393887	117	0.59375
112.498	10:20:42.533	43.462229950	1.272889989	0.400823	117	0.589844
112.748	10:20:42.783	43.462229950	1.272889989	0.403806	117	0.582031
112.998	10:20:43.033	43.462229950	1.272889989	0.399244	117	0.566406
113.248	10:20:43.283	43.462229950	1.272889989	0.408578	117	0.558594
113.498	10:20:43.533	43.462229950	1.272889989	0.402993	117	0.539062
113.748	10:20:43.783	43.462229950	1.272889989	0.411325	117	0.527344
113.998	10:20:44.033	43.462229950	1.272889989	0.396947	117	0.515625
114.248	10:20:44.283	43.462229950	1.272889989	0.391909	117	0.523438
114.498	10:20:44.533	43.462229950	1.272889989	0.387815	117	0.550781
114.748	10:20:44.783	43.462229950	1.272889989	0.396659	117	0.570312
114.998	10:20:45.033	43.462229950	1.272889989	0.397667	117	0.570312
115.248	10:20:45.283	43.462229950	1.272889989	0.406848	116	0.5625
115.498	10:20:45.533	43.462229950	1.272889989	0.402213	116	0.550781
115.748	10:20:45.783	43.462229950	1.272889989	0.406945	116	0.546875
115.998	10:20:46.033	43.462229950	1.272889989	0.408564	116	0.527344
116.248	10:20:46.283	43.462229950	1.272889989	0.402939	116	0.535156
116.498	10:20:46.533	43.462229950	1.272889989	0.394317	116	0.550781
116.748	10:20:46.783	43.462229950	1.272889989	0.395253	116	0.5625
116.998	10:20:47.033	43.462229950	1.272889989	0.397324	116	0.570312
117.248	10:20:47.283	43.462229950	1.272889989	0.397755	116	0.574219
117.498	10:20:47.533	43.462229950	1.272889989	0.397198	116	0.574219
117.748	10:20:47.783	43.462229950	1.272889989	0.398084	116	0.578125
117.998	10:20:48.033	43.462229950	1.272889989	0.385698	116	0.597656
118.248	10:20:48.283	43.462229950	1.272889989	0.390154	116	0.585938
118.498	10:20:48.533	43.462229950	1.272889989	0.410875	116	0.574219
118.748	10:20:48.783	43.462229950	1.272889989	0.405118	116	0.539062
118.998	10:20:49.033	43.462229950	1.272889989	0.409674	116	0.519531
119.248	10:20:49.283	43.462229950	1.272889989	0.393028	116	0.542969
119.498	10:20:49.533	43.462229950	1.272889989	0.395089	116	0.546875
119.748	10:20:49.783	43.462229950	1.272889989	0.396916	116	0.554688
119.998	10:20:50.033	43.462229950	1.272889989	0.396531	116	0.558594
120.248	10:20:50.283	43.462229950	1.272889989	0.402536	116	0.539062
120.498	10:20:50.533	43.462229950	1.272889989	0.398554	116	0.539062
120.748	10:20:50.783	43.462229950	1.272889989	0.402158	116	0.535156
120.998	10:20:51.033	43.462229950	1.272889989	0.393027	116	0.550781
121.248	10:20:51.283	43.462229950	1.272889989	0.382948	116	0.582031
121.498	10:20:51.533	43.462229950	1.272889989	0.380684	116	0.605469
121.748	10:20:51.783	43.462229950	1.272889989	0.406606	116	0.621094
121.998	10:20:52.033	43.462229950	1.272889989	0.409754	116	0.589844
122.248	10:20:52.283	43.462229950	1.272889989	0.38385	116	0.625
122.498	10:20:52.533	43.462229950	1.272889989	0.409817	116	0.605469
122.748	10:20:52.783	43.462229950	1.272889989	0.398749	116	0.59375
122.998	10:20:53.033	43.462229950	1.272889989	0.403356	116	0.585938
123.248	10:20:53.283	43.462229950	1.272889989	0.40463	116	0.570312
123.498	10:20:53.533	43.462229950	1.272889989	0.39447	116	0.566406
123.748	10:20:53.783	43.462229950	1.272889989	0.416009	116	0.539062
123.998	10:20:54.033	43.462229950	1.272889989	0.39888	116	0.550781
124.248	10:20:54.283	43.462229950	1.272889989	0.398516	116	0.570312
124.498	10:20:54.533	43.462229950	1.272889989	0.401317	116	0.5625
124.748	10:20:54.783	43.462229950	1.272889989	0.395922	116	0.574219
124.998	10:20:55.033	43.462229950	1.272889989	0.402874	116	0.558594
125.248	10:20:55.283	43.462229950	1.272889989	0.395837	116	0.570312
125.498	10:20:55.533	43.462229950	1.272889989	0.395705	116	0.582031
125.748	10:20:55.783	43.462229950	1.272889989	0.405141	116	0.582031
125.998	10:20:56.033	43.462229950	1.272889989	0.406721	116	0.566406
126.248	10:20:56.283	43.462229950	1.272889989	0.407259	116	0.546875
126.498	10:20:56.533	43.462229950	1.272889989	0.401349	116	0.539062
126.748	10:20:56.783	43.462229950	1.272889989	0.402894	116	0.542969
126.998	10:20:57.033	43.462229950	1.272889989	0.398584	116	0.546875
127.248	10:20:57.283	43.462229950	1.272889989	0.413188	116	0.539062
127.498	10:20:57.533	43.462229950	1.272889989	0.406526	116	0.542969
127.748	10:20:57.783	43.462229950	1.272889989	0.40349	116	0.539062
127.998	10:20:58.033	43.462229950	1.272889989	0.403886	116	0.535156
128.248	10:20:58.283	43.462229950	1.272889989	0.395724	116	0.546875
128.498	10:20:58.533	43.462229950	1.272889989	0.393239	116	0.5625
128.748	10:20:58.783	43.462229950	1.272889989	0.394829	116	0.578125
128.998	10:20:59.033	43.462229950	1.272889989	0.410779	116	0.589844
129.248	10:20:59.283	43.462229950	1.272889989	0.397146	116	0.574219
129.498	10:20:59.533	43.462229950	1.272889989	0.391111	116	0.597656
129.748	10:20:59.783	43.462229950	1.272889989	0.401031	116	0.59375
129.998	10:21:0.033	43.462229950	1.272889989	0.392275	116	0.636719
130.248	10:21:0.283	43.462229950	1.272889989	0.408056	116	0.625
130.498	10:21:0.533	43.462229950	1.272889989	0.400771	116	0.609375
130.748	10:21:0.783	43.462229950	1.272889989	0.421672	116	0.578125
130.998	10:21:1.033	43.462229950	1.272889989	0.403594	116	0.582031
131.248	10:21:1.283	43.462229950	1.272889989	0.401415	116	0.578125
131.498	10:21:1.533	43.462229950	1.272889989	0.399589	116	0.582031
131.748	10:21:1.783	43.462229950	1.272889989	0.401148	116	0.582031
131.998	10:21:2.033	43.462229950	1.272889989	0.40354	116	0.574219
132.248	10:21:2.283	43.462229950	1.272889989	0.409689	116	0.570312
132.498	10:21:2.533	43.462229950	1.272889989	0.380245	116	0.570312
132.748	10:21:2.783	43.462229950	1.272889989	0.390398	116	0.625
132.998	10:21:3.033	43.462229950	1.272889989	0.411208	116	0.628906
133.248	10:21:3.283	43.462229950	1.272889989	0.432166	116	0.585938
133.498	10:21:3.533	43.462229950	1.272889989	0.401547	116	0.570312
133.748	10:21:3.783	43.462229950	1.272889989	0.400241	116	0.574219
133.998	10:21:4.033	43.462229950	1.272889989	0.396289	116	0.574219
134.248	10:21:4.283	43.462229950	1.272889989	0.40555	116	0.574219
134.498	10:21:4.533	43.462229950	1.272889989	0.411615	116	0.5625
134.748	10:21:4.783	43.462229950	1.272889989	0.397154	116	0.5625
134.998	10:21:5.033	43.462229950	1.272889989	0.390629	116	0.582031
135.248	10:21:5.283	43.462229950	1.272889989	0.400181	116	0.589844
135.498	10:21:5.533	43.462229950	1.272889989	0.395841	116	0.589844
135.748	10:21:5.783	43.462229950	1.272889989	0.397901	116	0.59375
135.998	10:21:6.033	43.462229950	1.272889989	0.402439	116	0.585938
136.248	10:21:6.283	43.462229950	1.272889989	0.405058	116	0.585938
136.498	10:21:6.533	43.462229950	1.272889989	0.402367	116	0.578125
136.748	10:21:6.783	43.462229950	1.272889989	0.392997	116	0.59375
136.998	10:21:7.033	43.462229950	1.272889989	0.402143	116	0.589844
137.248	10:21:7.283	43.462229950	1.272889989	0.411581	115	0.582031
137.498	10:21:7.533	43.462229950	1.272889989	0.408799	115	0.566406
137.748	10:21:7.783	43.462229950	1.272889989	0.404453	115	0.554688
137.998	10:21:8.033	43.462229950	1.272889989	0.403859	115	0.554688
138.248	10:21:8.283	43.462229950	1.272889989	0.400783	115	0.554688
138.498	10:21:8.533	43.462229950	1.272889989	0.401451	115	0.5625
138.748	10:21:8.783	43.462229950	1.272889989	0.397897	115	0.566406
138.998	10:21:9.033	43.462229950	1.272889989	0.402983	115	0.570312
139.248	10:21:9.283	43.462229950	1.272889989	0.403206	115	0.570312
139.498	10:21:9.533	43.462229950	1.272889989	0.395058	115	0.582031
139.748	10:21:9.783	43.462229950	1.272889989	0.397228	115	0.582031
139.998	10:21:10.033	43.462229950	1.272889989	0.402179	115	0.585938
140.248	10:21:10.283	43.462229950	1.272889989	0.410508	115	0.578125
140.498	10:21:10.533	43.462229950	1.272889989	0.404681	115	0.566406
140.748	10:21:10.783	43.462229950	1.272889989	0.409794	115	0.5625
140.998	10:21:11.033	43.462229950	1.272889989	0.406273	115	0.554688
141.248	10:21:11.283	43.462229950	1.272889989	0.409339	115	0.546875
141.498	10:21:11.533	43.462229950	1.272889989	0.408792	115	0.539062
141.748	10:21:11.783	43.462229950	1.272889989	0.402061	115	0.542969
141.998	10:21:12.033	43.462229950	1.272889989	0.39976	115	0.550781
142.248	10:21:12.283	43.462229950	1.272889989	0.398256	115	0.566406
142.498	10:21:12.533	43.462229950	1.272889989	0.399982	115	0.574219
142.748	10:21:12.783	43.462229950	1.272889989	0.403639	115	0.578125
142.998	10:21:13.033	43.462229950	1.272889989	0.403725	115	0.578125
143.248	10:21:13.283	43.462229950	1.272889989	0.402176	115	0.585938
143.498	10:21:13.533	43.462229950	1.272889989	0.403263	115	0.585938
143.748	10:21:13.783	43.462229950	1.272889989	0.403323	115	0.585938
143.998	10:21:14.033	43.462229950	1.272889989	0.401522	115	0.589844
144.248	10:21:14.283	43.462229950	1.272889989	0.40305	115	0.589844
144.498	10:21:14.533	43.462229950	1.272889989	0.404938	115	0.585938
144.748	10:21:14.783	43.462229950	1.272889989	0.415657	115	0.59375
144.998	10:21:15.033	43.462229950	1.272889989	0.402404	115	0.59375
145.248	10:21:15.283	43.462229950	1.272889989	0.39975	115	0.578125
145.498	10:21:15.533	43.462229950	1.272889989	0.431729	115	0.53125
145.748	10:21:15.783	43.462229950	1.272889989	0.397157	115	0.554688
145.998	10:21:16.033	43.462229950	1.272889989	0.402989	115	0.5625
146.248	10:21:16.283	43.462229950	1.272889989	0.408469	115	0.558594
146.498	10:21:16.533	43.462229950	1.272889989	0.409076	115	0.554688
146.748	10:21:16.783	43.462229950	1.272889989	0.408122	115	0.546875
146.998	10:21:17.033	43.462229950	1.272889989	0.395765	115	0.546875
147.248	10:21:17.283	43.462229950	1.272889989	0.397183	115	0.558594
147.498	10:21:17.533	43.462229950	1.272889989	0.395101	115	0.578125
147.748	10:21:17.783	43.462229950	1.272889989	0.395057	115	0.574219
147.998	10:21:18.033	43.462229950	1.272889989	0.398492	115	0.582031
148.248	10:21:18.283	43.462229950	1.272889989	0.40429	115	0.585938
148.498	10:21:18.533	43.462229950	1.272889989	0.411165	115	0.578125
148.748	10:21:18.783	43.462229950	1.272889989	0.409979	115	0.570312
148.998	10:21:19.033	43.462229950	1.272889989	0.411189	115	0.5625
149.248	10:21:19.283	43.462229950	1.272889989	0.409587	115	0.554688
149.498	10:21:19.533	43.462229950	1.272889989	0.409269	115	0.554688
149.748	10:21:19.783	43.462229950	1.272889989	0.419665	115	0.546875
149.998	10:21:20.033	43.462229950	1.272889989	0.427693	115	0.53125
150.248	10:21:20.283	43.462229950	1.272889989	0.402807	115	0.519531
150.498	10:21:20.533	43.462229950	1.272889989	0.39663	115	0.539062
150.748	10:21:20.783	43.462229950	1.272889989	0.406592	115	0.554688
150.998	10:21:21.033	43.462229950	1.272889989	0.41034	115	0.554688
151.248	10:21:21.283	43.462229950	1.272889989	0.404645	115	0.558594
151.498	10:21:21.533	43.462229950	1.272889989	0.405926	115	0.566406
151.748	10:21:21.783	43.462229950	1.272889989	0.414837	115	0.554688
151.998	10:21:22.033	43.462229950	1.272889989	0.413542	115	0.550781
152.248	10:21:22.283	43.462229950	1.272889989	0.413542	115	0.550781
152.498	10:21:22.533	43.462229950	1.272889989	0.405936	115	0.570312
152.748	10:21:22.783	43.462229950	1.272889989	0.406416	115	0.574219
152.998	10:21:23.033	43.462229950	1.272889989	0.410301	115	0.570312
153.248	10:21:23.283	43.462229950	1.272889989	0.408986	115	0.558594
153.498	10:21:23.533	43.462229950	1.272889989	0.408425	115	0.554688
153.748	10:21:23.783	43.462229950	1.272889989	0.408253	115	0.554688
153.998	10:21:24.033	43.462229950	1.272889989	0.402006	115	0.566406
154.248	10:21:24.283	43.462229950	1.272889989	0.40679	115	0.570312
154.498	10:21:24.533	43.462229950	1.272889989	0.408882	115	0.558594
154.748	10:21:24.783	43.462229950	1.272889989	0.402048	115	0.5625
154.998	10:21:25.033	43.462229950	1.272889989	0.403839	115	0.574219
155.248	10:21:25.283	43.462229950	1.272889989	0.416535	115	0.574219
155.498	10:21:25.533	43.462229950	1.272889989	0.410945	115	0.578125
155.748	10:21:25.783	43.462229950	1.272889989	0.413476	115	0.574219
155.998	10:21:26.033	43.462229950	1.272889989	0.400676	115	0.640625
156.248	10:21:26.283	43.462229950	1.272889989	0.414196	115	0.625
156.498	10:21:26.533	43.462229950	1.272889989	0.411042	115	0.601562
156.748	10:21:26.783	43.462229950	1.272889989	0.405726	115	0.585938
156.998	10:21:27.033	43.462229950	1.272889989	0.410155	115	0.578125
157.248	10:21:27.283	43.462229950	1.272889989	0.405859	115	0.585938
157.498	10:21:27.533	43.462229950	1.272889989	0.414238	115	0.585938
157.748	10:21:27.783	43.462229950	1.272889989	0.407973	115	0.574219
157.998	10:21:28.033	43.462229950	1.272889989	0.409408	115	0.5625
158.248	10:21:28.283	43.462229950	1.272889989	0.405308	115	0.566406
158.498	10:21:28.533	43.462229950	1.272889989	0.410198	115	0.554688
158.748	10:21:28.783	43.462229950	1.272889989	0.420508	115	0.539062
158.998	10:21:29.033	43.462229950	1.272889989	0.399831	115	0.558594
159.248	10:21:29.283	43.462229950	1.272889989	0.412557	115	0.546875
159.498	10:21:29.533	43.462229950	1.272889989	0.397774	115	0.550781
159.748	10:21:29.783	43.462229950	1.272889989	0.409328	115	0.570312
159.998	10:21:30.033	43.462229950	1.272889989	0.416032	115	0.5625
160.248	10:21:30.283	43.462229950	1.272889989	0.411605	115	0.554688
160.498	10:21:30.533	43.462229950	1.272889989	0.409734	115	0.554688
160.748	10:21:30.783	43.462229950	1.272889989	0.402535	115	0.566406
160.998	10:21:31.033	43.462229950	1.272889989	0.406206	115	0.570312
161.248	10:21:31.283	43.462229950	1.272889989	0.416877	115	0.585938
161.498	10:21:31.533	43.462229950	1.272889989	0.416974	115	0.550781
161.748	10:21:31.783	43.462229950	1.272889989	0.408976	115	0.542969
161.998	10:21:32.033	43.462229950	1.272889989	0.409791	115	0.546875
162.248	10:21:32.283	43.462229950	1.272889989	0.403482	115	0.558594
162.498	10:21:32.533	43.462229950	1.272889989	0.402927	115	0.570312
162.748	10:21:32.783	43.462229950	1.272889989	0.405588	115	0.585938
162.998	10:21:33.033	43.462229950	1.272889989	0.40849	115	0.5625
163.248	10:21:33.283	43.462229950	1.272889989	0.401136	114	0.570312
163.498	10:21:33.533	43.462229950	1.272889989	0.408846	114	0.578125
163.748	10:21:33.783	43.462229950	1.272889989	0.412256	114	0.578125
163.998	10:21:34.033	43.462229950	1.272889989	0.413333	114	0.566406
164.248	10:21:34.283	43.462229950	1.272889989	0.412198	114	0.5625
164.498	10:21:34.533	43.462229950	1.272889989	0.410784	114	0.542969
164.748	10:21:34.783	43.462229950	1.272889989	0.420352	114	0.582031
164.998	10:21:35.033	43.462229950	1.272889989	0.420275	114	0.539062
165.248	10:21:35.283	43.462229950	1.272889989	0.40213	114	0.554688
165.498	10:21:35.533	43.462229950	1.272889989	0.409933	114	0.566406
165.748	10:21:35.783	43.462229950	1.272889989	0.395787	114	0.578125
165.998	10:21:36.033	43.462229950	1.272889989	0.374838	114	0.640625
166.248	10:21:36.283	43.462229950	1.272889989	0.437646	114	0.644531
166.498	10:21:36.533	43.462229950	1.272889989	0.409731	114	0.605469
166.748	10:21:36.783	43.462229950	1.272889989	0.414492	114	0.59375
166.998	10:21:37.033	43.462229950	1.272889989	0.416899	114	0.582031
167.248	10:21:37.283	43.462229950	1.272889989	0.41257	114	0.570312
167.498	10:21:37.533	43.462229950	1.272889989	0.404533	114	0.574219
167.748	10:21:37.783	43.462229950	1.272889989	0.411796	114	0.570312
167.998	10:21:38.033	43.462229950	1.272889989	0.416422	114	0.558594
168.248	10:21:38.283	43.462229950	1.272889989	0.419367	114	0.550781
168.498	10:21:38.533	43.462229950	1.272889989	0.410318	114	0.558594
168.748	10:21:38.783	43.462229950	1.272889989	0.410926	114	0.5625
168.998	10:21:39.033	43.462229950	1.272889989	0.414452	114	0.566406
169.248	10:21:39.283	43.462229950	1.272889989	0.384075	114	0.59375
169.498	10:21:39.533	43.462229950	1.272889989	0.436845	114	0.574219
169.748	10:21:39.783	43.462229950	1.272889989	0.422906	114	0.527344
169.998	10:21:40.033	43.462229950	1.272889989	0.41147	114	0.527344
170.248	10:21:40.283	43.462229950	1.272889989	0.407163	114	0.539062
170.498	10:21:40.533	43.462229950	1.272889989	0.411658	114	0.558594
170.748	10:21:40.783	43.462229950	1.272889989	0.405777	114	0.570312
170.998	10:21:41.033	43.462229950	1.272889989	0.410439	114	0.570312
171.248	10:21:41.283	43.462229950	1.272889989	0.416849	114	0.550781
171.498	10:21:41.533	43.462229950	1.272889989	0.412854	114	0.550781
171.748	10:21:41.783	43.462229950	1.272889989	0.412121	114	0.554688
171.998	10:21:42.033	43.462229950	1.272889989	0.406629	114	0.5625
172.248	10:21:42.283	43.462229950	1.272889989	0.41723	114	0.554688
172.498	10:21:42.533	43.462229950	1.272889989	0.423728	114	0.550781
172.748	10:21:42.783	43.462229950	1.272889989	0.409572	114	0.558594
172.998	10:21:43.033	43.462229950	1.272889989	0.418729	114	0.554688
173.248	10:21:43.283	43.462229950	1.272889989	0.413136	114	0.554688
173.498	10:21:43.533	43.462229950	1.272889989	0.410651	114	0.5625
173.748	10:21:43.783	43.462229950	1.272889989	0.390188	114	0.597656
173.998	10:21:44.033	43.462229950	1.272889989	0.423658	114	0.582031
174.248	10:21:44.283	43.462229950	1.272889989	0.396206	114	0.609375
174.498	10:21:44.533	43.462229950	1.272889989	0.402072	114	0.625
174.748	10:21:44.783	43.462229950	1.272889989	0.410526	114	0.625
174.998	10:21:45.033	43.462229950	1.272889989	0.412794	114	0.609375
175.248	10:21:45.283	43.462229950	1.272889989	0.412486	114	0.597656
175.498	10:21:45.533	43.462229950	1.272889989	0.41173	114	0.585938
175.748	10:21:45.783	43.462229950	1.272889989	0.41507	114	0.578125
175.998	10:21:46.033	43.462229950	1.272889989	0.411677	114	0.578125
176.248	10:21:46.283	43.462229950	1.272889989	0.42509	114	0.5625
176.498	10:21:46.533	43.462229950	1.272889989	0.409746	114	0.5625
176.748	10:21:46.783	43.462229950	1.272889989	0.408216	114	0.578125
176.998	10:21:47.033	43.462229950	1.272889989	0.404455	114	0.578125
177.248	10:21:47.283	43.462229950	1.272889989	0.405639	114	0.589844
177.498	10:21:47.533	43.462229950	1.272889989	0.373963	114	0.601562
177.748	10:21:47.783	43.462229950	1.272889989	0.4336	114	0.585938
177.998	10:21:48.033	43.462229950	1.272889989	0.418392	114	0.597656
178.248	10:21:48.283	43.462229950	1.272889989	0.4114	114	0.589844
178.498	10:21:48.533	43.462229950	1.272889989	0.408325	114	0.59375
178.748	10:21:48.783	43.462229950	1.272889989	0.417057	114	0.59375
178.998	10:21:49.033	43.462229950	1.272889989	0.411687	114	0.585938
179.248	10:21:49.283	43.462229950	1.272889989	0.411568	114	0.585938
179.498	10:21:49.533	43.462229950	1.272889989	0.412629	114	0.578125
179.748	10:21:49.783	43.462229950	1.272889989	0.425294	114	0.566406
179.998	10:21:50.033	43.462229950	1.272889989	0.423137	114	0.570312
180.248	10:21:50.283	43.462229950	1.272889989	0.418157	114	0.546875
180.498	10:21:50.533	43.462229950	1.272889989	0.407723	114	0.550781
180.748	10:21:50.783	43.462229950	1.272889989	0.413165	114	0.554688
180.998	10:21:51.033	43.462229950	1.272889989	0.400806	114	0.570312
181.248	10:21:51.283	43.462229950	1.272889989	0.40933	114	0.578125
181.498	10:21:51.533	43.462229950	1.272889989	0.411925	114	0.585938
181.748	10:21:51.783	43.462229950	1.272889989	0.379118	114	0.628906
181.998	10:21:52.033	43.462229950	1.272889989	0.440886	114	0.628906
182.248	10:21:52.283	43.462229950	1.272889989	0.434637	114	0.578125
182.498	10:21:52.533	43.462229950	1.272889989	0.39569	114	0.589844
182.748	10:21:52.783	43.462229950	1.272889989	0.415958	114	0.59375
182.998	10:21:53.033	43.462229950	1.272889989	0.388775	114	0.601562
183.248	10:21:53.283	43.462229950	1.272889989	0.406772	114	0.636719
183.498	10:21:53.533	43.462229950	1.272889989	0.414022	114	0.632812
183.748	10:21:53.783	43.462229950	1.272889989	0.421831	114	0.605469
183.998	10:21:54.033	43.462229950	1.272889989	0.422535	114	0.578125
184.248	10:21:54.283	43.462229950	1.272889989	0.416449	114	0.566406
184.498	10:21:54.533	43.462229950	1.272889989	0.419912	114	0.535156
184.748	10:21:54.783	43.462229950	1.272889989	0.412494	114	0.539062
184.998	10:21:55.033	43.462229950	1.272889989	0.404106	114	0.5625
185.248	10:21:55.283	43.462229950	1.272889989	0.401659	114	0.582031
185.498	10:21:55.533	43.462229950	1.272889989	0.424124	114	0.582031
185.748	10:21:55.783	43.462229950	1.272889989	0.417683	114	0.5625
185.998	10:21:56.033	43.462229950	1.272889989	0.40174	114	0.589844
186.248	10:21:56.283	43.462229950	1.272889989	0.389086	114	0.613281
186.498	10:21:56.533	43.462229950	1.272889989	0.432808	114	0.5625
186.748	10:21:56.783	43.462229950	1.272889989	0.411601	114	0.578125
186.998	10:21:57.033	43.462229950	1.272889989	0.413192	114	0.578125
187.248	10:21:57.283	43.462229950	1.272889989	0.41325	113	0.578125
187.498	10:21:57.533	43.462229950	1.272889989	0.414385	113	0.574219
187.748	10:21:57.783	43.462229950	1.272889989	0.424251	113	0.5625
187.998	10:21:58.033	43.462229950	1.272889989	0.414464	113	0.5625
188.248	10:21:58.283	43.462229950	1.272889989	0.409655	113	0.554688
188.498	10:21:58.533	43.462229950	1.272889989	0.421092	113	0.550781
188.748	10:21:58.783	43.462229950	1.272889989	0.414175	113	0.53125
188.998	10:21:59.033	43.462229950	1.272889989	0.413889	113	0.535156
189.248	10:21:59.283	43.462229950	1.272889989	0.404379	113	0.546875
189.498	10:21:59.533	43.462229950	1.272889989	0.407775	113	0.566406
189.748	10:21:59.783	43.462229950	1.272889989	0.414255	113	0.578125
189.998	10:22:0.033	43.462229950	1.272889989	0.415956	113	0.574219
190.248	10:22:0.283	43.462229950	1.272889989	0.422435	113	0.570312
190.498	10:22:0.533	43.462229950	1.272889989	0.415441	113	0.5625
190.748	10:22:0.783	43.462229950	1.272889989	0.403498	113	0.539062
190.998	10:22:1.033	43.462229950	1.272889989	0.415547	113	0.5625
191.248	10:22:1.283	43.462229950	1.272889989	0.420711	113	0.546875
191.498	10:22:1.533	43.462229950	1.272889989	0.415643	113	0.550781
191.748	10:22:1.783	43.462229950	1.272889989	0.424251	113	0.558594
191.998	10:22:2.033	43.462229950	1.272889989	0.418571	113	0.542969
192.248	10:22:2.283	43.462229950	1.272889989	0.411555	113	0.5625
192.498	10:22:2.533	43.462229950	1.272889989	0.415887	113	0.5625
192.748	10:22:2.783	43.462229950	1.272889989	0.416716	113	0.574219
192.998	10:22:3.033	43.462229950	1.272889989	0.415136	113	0.574219
193.248	10:22:3.283	43.462229950	1.272889989	0.42679	113	0.589844
193.498	10:22:3.533	43.462229950	1.272889989	0.426841	113	0.550781
193.748	10:22:3.783	43.462229950	1.272889989	0.404081	113	0.574219
193.998	10:22:4.033	43.462229950	1.272889989	0.417	113	0.574219
194.248	10:22:4.283	43.462229950	1.272889989	0.415313	113	0.578125
194.498	10:22:4.533	43.462229950	1.272889989	0.418546	113	0.574219
194.748	10:22:4.783	43.462229950	1.272889989	0.418872	113	0.570312
194.998	10:22:5.033	43.462229950	1.272889989	0.417888	113	0.570312
195.248	10:22:5.283	43.462229950	1.272889989	0.41937	113	0.554688
195.498	10:22:5.533	43.462229950	1.272889989	0.41722	113	0.554688
195.748	10:22:5.783	43.462229950	1.272889989	0.413548	113	0.570312
195.998	10:22:6.033	43.462229950	1.272889989	0.413902	113	0.578125
196.248	10:22:6.283	43.462229950	1.272889989	0.413503	113	0.585938
196.498	10:22:6.533	43.462229950	1.272889989	0.415303	113	0.585938
196.748	10:22:6.783	43.462229950	1.272889989	0.430969	113	0.570312
196.998	10:22:7.033	43.462229950	1.272889989	0.439866	113	0.546875
197.248	10:22:7.283	43.462229950	1.272889989	0.414822	113	0.542969
197.498	10:22:7.533	43.462229950	1.272889989	0.413974	113	0.554688
197.748	10:22:7.783	43.462229950	1.272889989	0.417132	113	0.5625
197.998	10:22:8.033	43.462229950	1.272889989	0.412937	113	0.578125
198.248	10:22:8.283	43.462229950	1.272889989	0.422018	113	0.574219
198.498	10:22:8.533	43.462229950	1.272889989	0.419961	113	0.570312
198.748	10:22:8.783	43.462229950	1.272889989	0.426925	113	0.554688
198.998	10:22:9.033	43.462229950	1.272889989	0.424998	113	0.535156
199.248	10:22:9.283	43.462229950	1.272889989	0.411326	113	0.535156
199.498	10:22:9.533	43.462229950	1.272889989	0.410124	113	0.550781
199.748	10:22:9.783	43.462229950	1.272889989	0.412879	113	0.570312
199.998	10:22:10.033	43.462229950	1.272889989	0.411334	113	0.574219
200.248	10:22:10.283	43.462229950	1.272889989	0.434454	113	0.570312
200.498	10:22:10.533	43.462229950	1.272889989	0.410228	113	0.5625
200.748	10:22:10.783	43.462229950	1.272889989	0.418201	113	0.566406
200.998	10:22:11.033	43.462229950	1.272889989	0.412731	113	0.578125
201.248	10:22:11.283	43.462229950	1.272889989	0.412348	113	0.582031
201.498	10:22:11.533	43.462229950	1.272889989	0.423202	113	0.578125
201.748	10:22:11.783	43.462229950	1.272889989	0.418456	113	0.570312
201.998	10:22:12.033	43.462229950	1.272889989	0.420599	113	0.574219
202.248	10:22:12.283	43.462229950	1.272889989	0.41837	113	0.566406
202.498	10:22:12.533	43.462229950	1.272889989	0.429686	113	0.550781
