Time	UTC	GPS_lat(deg)	GPS_long(deg)	FINKEN_ACTUATORS_SET_POINT:thrust	ROTORCRAFT_STATUS:vsupply	FINKEN_SENSOR_MODEL:pos_z
202.748	10:22:12.783	43.462229950	1.272889989	0.432032	113	0.523438
202.998	10:22:13.033	43.462229950	1.272889989	0.404338	113	0.527344
203.248	10:22:13.283	43.462229950	1.272889989	0.416782	113	0.554688
203.498	10:22:13.533	43.462229950	1.272889989	0.407487	113	0.566406
203.748	10:22:13.783	43.462229950	1.272889989	0.41658	113	0.585938
203.998	10:22:14.033	43.462229950	1.272889989	0.420103	113	0.582031
204.248	10:22:14.283	43.462229950	1.272889989	0.418165	113	0.578125
204.498	10:22:14.533	43.462229950	1.272889989	0.425651	113	0.578125
204.748	10:22:14.783	43.462229950	1.272889989	0.427085	113	0.566406
204.998	10:22:15.033	43.462229950	1.272889989	0.43037	113	0.535156
205.248	10:22:15.283	43.462229950	1.272889989	0.435792	113	0.511719
205.498	10:22:15.533	43.462229950	1.272889989	0.42129	113	0.496094
205.748	10:22:15.783	43.462229950	1.272889989	0.414028	113	0.519531
205.998	10:22:16.033	43.462229950	1.272889989	0.418266	113	0.535156
206.248	10:22:16.283	43.462229950	1.272889989	0.416134	113	0.539062
206.498	10:22:16.533	43.462229950	1.272889989	0.41483	113	0.5625
206.748	10:22:16.783	43.462229950	1.272889989	0.415397	113	0.574219
206.998	10:22:17.033	43.462229950	1.272889989	0.41997	113	0.570312
207.248	10:22:17.283	43.462229950	1.272889989	0.419903	113	0.570312
207.498	10:22:17.533	43.462229950	1.272889989	0.404551	113	0.570312
207.748	10:22:17.783	43.462229950	1.272889989	0.434245	113	0.578125
207.998	10:22:18.033	43.462229950	1.272889989	0.40737	113	0.605469
208.248	10:22:18.283	43.462229950	1.272889989	0.400945	113	0.632812
208.498	10:22:18.533	43.462229950	1.272889989	0.422391	113	0.632812
208.748	10:22:18.783	43.462229950	1.272889989	0.416736	113	0.621094
208.998	10:22:19.033	43.462229950	1.272889989	0.417144	113	0.621094
209.248	10:22:19.283	43.462229950	1.272889989	0.433434	113	0.605469
209.498	10:22:19.533	43.462229950	1.272889989	0.415384	113	0.597656
209.748	10:22:19.783	43.462229950	1.272889989	0.418679	113	0.59375
209.998	10:22:20.033	43.462229950	1.272889989	0.420815	113	0.582031
210.248	10:22:20.283	43.462229950	1.272889989	0.410447	113	0.597656
210.498	10:22:20.533	43.462229950	1.272889989	0.421375	113	0.585938
210.748	10:22:20.783	43.462229950	1.272889989	0.4136	113	0.589844
210.998	10:22:21.033	43.462229950	1.272889989	0.414376	113	0.601562
211.248	10:22:21.283	43.462229950	1.272889989	0.416231	113	0.628906
211.498	10:22:21.533	43.462229950	1.272889989	0.414975	113	0.640625
211.748	10:22:21.783	43.462229950	1.272889989	0.441869	113	0.628906
211.998	10:22:22.033	43.462229950	1.272889989	0.431497	113	0.578125
212.248	10:22:22.283	43.462229950	1.272889989	0.4146	113	0.578125
212.498	10:22:22.533	43.462229950	1.272889989	0.403968	113	0.597656
212.748	10:22:22.783	43.462229950	1.272889989	0.407495	113	0.640625
212.998	10:22:23.033	43.462229950	1.272889989	0.426751	113	0.601562
213.248	10:22:23.283	43.462229950	1.272889989	0.420149	113	0.601562
213.498	10:22:23.533	43.462229950	1.272889989	0.408887	113	0.625
213.748	10:22:23.783	43.462229950	1.272889989	0.419245	113	0.625
213.998	10:22:24.033	43.462229950	1.272889989	0.415504	113	0.613281
214.248	10:22:24.283	43.462229950	1.272889989	0.430335	113	0.609375
214.498	10:22:24.533	43.462229950	1.272889989	0.433085	113	0.578125
214.748	10:22:24.783	43.462229950	1.272889989	0.435287	113	0.585938
214.998	10:22:25.033	43.462229950	1.272889989	0.423277	113	0.5625
215.248	10:22:25.283	43.462229950	1.272889989	0.417854	112	0.566406
215.498	10:22:25.533	43.462229950	1.272889989	0.41326	112	0.570312
215.748	10:22:25.783	43.462229950	1.272889989	0.411565	112	0.578125
215.998	10:22:26.033	43.462229950	1.272889989	0.417127	112	0.59375
216.248	10:22:26.283	43.462229950	1.272889989	0.414762	112	0.585938
216.498	10:22:26.533	43.462229950	1.272889989	0.418086	112	0.59375
216.748	10:22:26.783	43.462229950	1.272889989	0.418553	112	0.59375
216.998	10:22:27.033	43.462229950	1.272889989	0.413893	112	0.59375
217.248	10:22:27.283	43.462229950	1.272889989	0.392384	112	0.617188
217.498	10:22:27.533	43.462229950	1.272889989	0.460449	112	0.582031
217.748	10:22:27.783	43.462229950	1.272889989	0.409705	112	0.574219
217.998	10:22:28.033	43.462229950	1.272889989	0.410431	112	0.589844
218.248	10:22:28.283	43.462229950	1.272889989	0.392021	112	0.632812
218.498	10:22:28.533	43.462229950	1.272889989	0.437786	112	0.597656
218.748	10:22:28.783	43.462229950	1.272889989	0.4521	112	0.542969
218.998	10:22:29.033	43.462229950	1.272889989	0.420098	112	0.515625
219.248	10:22:29.283	43.462229950	1.272889989	0.412271	112	0.5625
219.498	10:22:29.533	43.462229950	1.272889989	0.418844	112	0.570312
219.748	10:22:29.783	43.462229950	1.272889989	0.415541	112	0.589844
219.998	10:22:30.033	43.462229950	1.272889989	0.417821	112	0.59375
220.248	10:22:30.283	43.462229950	1.272889989	0.408936	112	0.605469
220.498	10:22:30.533	43.462229950	1.272889989	0.413237	112	0.625
220.748	10:22:30.783	43.462229950	1.272889989	0.426122	112	0.617188
220.998	10:22:31.033	43.462229950	1.272889989	0.423864	112	0.582031
221.248	10:22:31.283	43.462229950	1.272889989	0.436002	112	0.558594
221.498	10:22:31.533	43.462229950	1.272889989	0.425159	112	0.558594
221.748	10:22:31.783	43.462229950	1.272889989	0.422136	112	0.550781
221.998	10:22:32.033	43.462229950	1.272889989	0.419562	112	0.558594
222.248	10:22:32.283	43.462229950	1.272889989	0.418386	112	0.5625
222.498	10:22:32.533	43.462229950	1.272889989	0.428218	112	0.570312
222.748	10:22:32.783	43.462229950	1.272889989	0.420794	112	0.53125
222.998	10:22:33.033	43.462229950	1.272889989	0.413036	112	0.546875
223.248	10:22:33.283	43.462229950	1.272889989	0.424541	112	0.558594
223.498	10:22:33.533	43.462229950	1.272889989	0.419543	112	0.558594
223.748	10:22:33.783	43.462229950	1.272889989	0.422025	112	0.558594
223.998	10:22:34.033	43.462229950	1.272889989	0.416405	112	0.5625
224.248	10:22:34.283	43.462229950	1.272889989	0.417841	112	0.566406
224.498	10:22:34.533	43.462229950	1.272889989	0.427119	112	0.570312
224.748	10:22:34.783	43.462229950	1.272889989	0.422658	112	0.5625
224.998	10:22:35.033	43.462229950	1.272889989	0.422145	112	0.5625
225.248	10:22:35.283	43.462229950	1.272889989	0.422191	112	0.5625
225.498	10:22:35.533	43.462229950	1.272889989	0.423812	112	0.546875
225.748	10:22:35.783	43.462229950	1.272889989	0.434117	112	0.523438
225.998	10:22:36.033	43.462229950	1.272889989	0.397117	112	0.539062
226.248	10:22:36.283	43.462229950	1.272889989	0.411913	112	0.597656
226.498	10:22:36.533	43.462229950	1.272889989	0.423499	112	0.597656
226.748	10:22:36.783	43.462229950	1.272889989	0.429113	112	0.574219
226.998	10:22:37.033	43.462229950	1.272889989	0.414724	112	0.582031
227.248	10:22:37.283	43.462229950	1.272889989	0.427821	112	0.578125
227.498	10:22:37.533	43.462229950	1.272889989	0.423175	112	0.578125
227.748	10:22:37.783	43.462229950	1.272889989	0.437651	112	0.558594
227.998	10:22:38.033	43.462229950	1.272889989	0.417032	112	0.5625
228.248	10:22:38.283	43.462229950	1.272889989	0.411954	112	0.582031
228.498	10:22:38.533	43.462229950	1.272889989	0.411877	112	0.59375
228.748	10:22:38.783	43.462229950	1.272889989	0.409837	112	0.617188
228.998	10:22:39.033	43.462229950	1.272889989	0.40785	112	0.644531
229.248	10:22:39.283	43.462229950	1.272889989	0.436452	112	0.640625
229.498	10:22:39.533	43.462229950	1.272889989	0.420978	112	0.566406
229.748	10:22:39.783	43.462229950	1.272889989	0.409884	112	0.589844
229.998	10:22:40.033	43.462229950	1.272889989	0.401798	112	0.625
230.248	10:22:40.283	43.462229950	1.272889989	0.413057	112	0.628906
230.498	10:22:40.533	43.462229950	1.272889989	0.419542	112	0.625
230.748	10:22:40.783	43.462229950	1.272889989	0.438865	112	0.589844
230.998	10:22:41.033	43.462229950	1.272889989	0.438999	112	0.644531
231.248	10:22:41.283	43.462229950	1.272889989	0.436005	112	0.585938
231.498	10:22:41.533	43.462229950	1.272889989	0.427196	112	0.550781
231.748	10:22:41.783	43.462229950	1.272889989	0.416181	112	0.558594
231.998	10:22:42.033	43.462229950	1.272889989	0.414114	112	0.578125
232.248	10:22:42.283	43.462229950	1.272889989	0.420636	112	0.582031
232.498	10:22:42.533	43.462229950	1.272889989	0.425912	112	0.585938
232.748	10:22:42.783	43.462229950	1.272889989	0.41984	112	0.582031
232.998	10:22:43.033	43.462229950	1.272889989	0.424126	112	0.578125
233.248	10:22:43.283	43.462229950	1.272889989	0.424696	112	0.570312
233.498	10:22:43.533	43.462229950	1.272889989	0.423634	112	0.5625
233.748	10:22:43.783	43.462229950	1.272889989	0.427119	112	0.554688
233.998	10:22:44.033	43.462229950	1.272889989	0.423859	112	0.554688
234.248	10:22:44.283	43.462229950	1.272889989	0.416643	112	0.5625
234.498	10:22:44.533	43.462229950	1.272889989	0.429607	112	0.570312
234.748	10:22:44.783	43.462229950	1.272889989	0.439284	112	0.546875
234.998	10:22:45.033	43.462229950	1.272889989	0.431217	112	0.523438
235.248	10:22:45.283	43.462229950	1.272889989	0.43715	112	0.515625
235.498	10:22:45.533	43.462229950	1.272889989	0.41627	112	0.515625
235.748	10:22:45.783	43.462229950	1.272889989	0.412155	112	0.542969
235.998	10:22:46.033	43.462229950	1.272889989	0.418293	112	0.566406
236.248	10:22:46.283	43.462229950	1.272889989	0.423439	112	0.570312
236.498	10:22:46.533	43.462229950	1.272889989	0.415699	112	0.582031
236.748	10:22:46.783	43.462229950	1.272889989	0.434665	112	0.589844
236.998	10:22:47.033	43.462229950	1.272889989	0.416753	112	0.59375
237.248	10:22:47.283	43.462229950	1.272889989	0.43203	112	0.597656
237.498	10:22:47.533	43.462229950	1.272889989	0.432453	112	0.578125
237.748	10:22:47.783	43.462229950	1.272889989	0.429401	112	0.566406
237.998	10:22:48.033	43.462229950	1.272889989	0.427563	112	0.550781
238.248	10:22:48.283	43.462229950	1.272889989	0.43996	112	0.550781
238.498	10:22:48.533	43.462229950	1.272889989	0.416423	112	0.558594
238.748	10:22:48.783	43.462229950	1.272889989	0.425414	112	0.554688
238.998	10:22:49.033	43.462229950	1.272889989	0.42294	112	0.5625
239.248	10:22:49.283	43.462229950	1.272889989	0.426151	112	0.566406
239.498	10:22:49.533	43.462229950	1.272889989	0.444902	112	0.523438
239.748	10:22:49.783	43.462229950	1.272889989	0.418268	112	0.523438
239.998	10:22:50.033	43.462229950	1.272889989	0.415356	112	0.550781
240.248	10:22:50.283	43.462229950	1.272889989	0.42085	112	0.566406
240.498	10:22:50.533	43.462229950	1.272889989	0.431712	112	0.5625
240.748	10:22:50.783	43.462229950	1.272889989	0.429938	112	0.558594
240.998	10:22:51.033	43.462229950	1.272889989	0.426319	112	0.554688
241.248	10:22:51.283	43.462229950	1.272889989	0.423558	112	0.554688
241.498	10:22:51.533	43.462229950	1.272889989	0.420682	112	0.558594
241.748	10:22:51.783	43.462229950	1.272889989	0.432621	112	0.578125
241.998	10:22:52.033	43.462229950	1.272889989	0.416826	112	0.59375
242.248	10:22:52.283	43.462229950	1.272889989	0.406381	112	0.601562
242.498	10:22:52.533	43.462229950	1.272889989	0.416152	112	0.625
242.748	10:22:52.783	43.462229950	1.272889989	0.423387	112	0.609375
242.998	10:22:53.033	43.462229950	1.272889989	0.428619	112	0.597656
243.248	10:22:53.283	43.462229950	1.272889989	0.424023	112	0.59375
243.498	10:22:53.533	43.462229950	1.272889989	0.428211	112	0.585938
243.748	10:22:53.783	43.462229950	1.272889989	0.429103	112	0.574219
243.998	10:22:54.033	43.462229950	1.272889989	0.43027	112	0.550781
244.248	10:22:54.283	43.462229950	1.272889989	0.426631	112	0.554688
244.498	10:22:54.533	43.462229950	1.272889989	0.417932	112	0.5625
244.748	10:22:54.783	43.462229950	1.272889989	0.438154	112	0.574219
244.998	10:22:55.033	43.462229950	1.272889989	0.420208	112	0.574219
245.248	10:22:55.283	43.462229950	1.272889989	0.413874	112	0.585938
245.498	10:22:55.533	43.462229950	1.272889989	0.427335	112	0.585938
245.748	10:22:55.783	43.462229950	1.272889989	0.424979	112	0.585938
245.998	10:22:56.033	43.462229950	1.272889989	0.426313	112	0.585938
246.248	10:22:56.283	43.462229950	1.272889989	0.429295	112	0.574219
246.498	10:22:56.533	43.462229950	1.272889989	0.430294	112	0.5625
246.748	10:22:56.783	43.462229950	1.272889989	0.427165	112	0.554688
246.998	10:22:57.033	43.462229950	1.272889989	0.440838	112	0.535156
247.248	10:22:57.283	43.462229950	1.272889989	0.422867	111	0.539062
247.498	10:22:57.533	43.462229950	1.272889989	0.422024	111	0.546875
247.748	10:22:57.783	43.462229950	1.272889989	0.418201	111	0.558594
247.998	10:22:58.033	43.462229950	1.272889989	0.423819	111	0.574219
248.248	10:22:58.283	43.462229950	1.272889989	0.418033	111	0.589844
248.498	10:22:58.533	43.462229950	1.272889989	0.421761	111	0.59375
248.748	10:22:58.783	43.462229950	1.272889989	0.428025	111	0.59375
248.998	10:22:59.033	43.462229950	1.272889989	0.427828	111	0.59375
249.248	10:22:59.283	43.462229950	1.272889989	0.423587	111	0.59375
249.498	10:22:59.533	43.462229950	1.272889989	0.388749	111	0.65625
249.748	10:22:59.783	43.462229950	1.272889989	0.424813	111	0.617188
249.998	10:23:0.033	43.462229950	1.272889989	0.440917	111	0.59375
250.248	10:23:0.283	43.462229950	1.272889989	0.408507	111	0.613281
250.498	10:23:0.533	43.462229950	1.272889989	0.442374	111	0.5625
250.748	10:23:0.783	43.462229950	1.272889989	0.423314	111	0.566406
250.998	10:23:1.033	43.462229950	1.272889989	0.417652	111	0.585938
251.248	10:23:1.283	43.462229950	1.272889989	0.435538	112	0.558594
251.498	10:23:1.533	43.462229950	1.272889989	0.416824	112	0.578125
251.748	10:23:1.783	43.462229950	1.272889989	0.423483	112	0.597656
251.998	10:23:2.033	43.462229950	1.272889989	0.431901	112	0.59375
252.248	10:23:2.283	43.462229950	1.272889989	0.427033	112	0.585938
252.498	10:23:2.533	43.462229950	1.272889989	0.435031	112	0.574219
252.748	10:23:2.783	43.462229950	1.272889989	0.43558	112	0.546875
252.998	10:23:3.033	43.462229950	1.272889989	0.424984	112	0.546875
253.248	10:23:3.283	43.462229950	1.272889989	0.435159	111	0.539062
253.498	10:23:3.533	43.462229950	1.272889989	0.421749	111	0.539062
253.748	10:23:3.783	43.462229950	1.272889989	0.401986	111	0.578125
253.998	10:23:4.033	43.462229950	1.272889989	0.416841	111	0.570312
254.248	10:23:4.283	43.462229950	1.272889989	0.429074	111	0.585938
254.498	10:23:4.533	43.462229950	1.272889989	0.435855	111	0.582031
254.748	10:23:4.783	43.462229950	1.272889989	0.421964	111	0.585938
254.998	10:23:5.033	43.462229950	1.272889989	0.418392	111	0.609375
255.248	10:23:5.283	43.462229950	1.272889989	0.397721	111	0.65625
255.498	10:23:5.533	43.462229950	1.272889989	0.420795	111	0.714844
255.748	10:23:5.783	43.462229950	1.272889989	0.448654	111	0.613281
255.998	10:23:6.033	43.462229950	1.272889989	0.423826	111	0.609375
256.248	10:23:6.283	43.462229950	1.272889989	0.395348	111	0.640625
256.498	10:23:6.533	43.462229950	1.272889989	0.452	111	0.632812
256.748	10:23:6.783	43.462229950	1.272889989	0.428908	111	0.609375
256.998	10:23:7.033	43.462229950	1.272889989	0.427512	111	0.597656
257.248	10:23:7.283	43.462229950	1.272889989	0.424073	111	0.59375
257.498	10:23:7.533	43.462229950	1.272889989	0.433537	111	0.578125
257.748	10:23:7.783	43.462229950	1.272889989	0.427932	111	0.574219
257.998	10:23:8.033	43.462229950	1.272889989	0.423258	111	0.59375
258.248	10:23:8.283	43.462229950	1.272889989	0.423822	111	0.597656
258.498	10:23:8.533	43.462229950	1.272889989	0.420791	111	0.59375
258.748	10:23:8.783	43.462229950	1.272889989	0.419528	111	0.609375
258.998	10:23:9.033	43.462229950	1.272889989	0.4235	111	0.625
259.248	10:23:9.283	43.462229950	1.272889989	0.428746	111	0.625
259.498	10:23:9.533	43.462229950	1.272889989	0.407235	111	0.625
259.748	10:23:9.783	43.462229950	1.272889989	0.434683	111	0.632812
259.998	10:23:10.033	43.462229950	1.272889989	0.435265	111	0.621094
260.248	10:23:10.283	43.462229950	1.272889989	0.442078	111	0.59375
260.498	10:23:10.533	43.462229950	1.272889989	0.427464	111	0.582031
260.748	10:23:10.783	43.462229950	1.272889989	0.430361	111	0.578125
260.998	10:23:11.033	43.462229950	1.272889989	0.426719	111	0.558594
261.248	10:23:11.283	43.462229950	1.272889989	0.426695	111	0.558594
261.498	10:23:11.533	43.462229950	1.272889989	0.415013	111	0.585938
261.748	10:23:11.783	43.462229950	1.272889989	0.438954	111	0.558594
261.998	10:23:12.033	43.462229950	1.272889989	0.422855	111	0.574219
262.248	10:23:12.283	43.462229950	1.272889989	0.428494	111	0.566406
262.498	10:23:12.533	43.462229950	1.272889989	0.41918	111	0.570312
262.748	10:23:12.783	43.462229950	1.272889989	0.426812	111	0.578125
262.998	10:23:13.033	43.462229950	1.272889989	0.425221	111	0.582031
263.248	10:23:13.283	43.462229950	1.272889989	0.432948	111	0.574219
263.498	10:23:13.533	43.462229950	1.272889989	0.432071	111	0.5625
263.748	10:23:13.783	43.462229950	1.272889989	0.431428	111	0.5625
263.998	10:23:14.033	43.462229950	1.272889989	0.429138	111	0.554688
264.248	10:23:14.283	43.462229950	1.272889989	0.423269	111	0.554688
264.498	10:23:14.533	43.462229950	1.272889989	0.423762	111	0.578125
264.748	10:23:14.783	43.462229950	1.272889989	0.422177	111	0.585938
264.998	10:23:15.033	43.462229950	1.272889989	0.4417	111	0.558594
265.248	10:23:15.283	43.462229950	1.272889989	0.421142	111	0.5625
265.498	10:23:15.533	43.462229950	1.272889989	0.428019	111	0.570312
265.748	10:23:15.783	43.462229950	1.272889989	0.425907	111	0.578125
265.998	10:23:16.033	43.462229950	1.272889989	0.435255	111	0.570312
266.248	10:23:16.283	43.462229950	1.272889989	0.432175	111	0.5625
266.498	10:23:16.533	43.462229950	1.272889989	0.429976	111	0.554688
266.748	10:23:16.783	43.462229950	1.272889989	0.428251	111	0.558594
266.998	10:23:17.033	43.462229950	1.272889989	0.42315	111	0.578125
267.248	10:23:17.283	43.462229950	1.272889989	0.415543	111	0.589844
267.498	10:23:17.533	43.462229950	1.272889989	0.42513	111	0.609375
267.748	10:23:17.783	43.462229950	1.272889989	0.429892	111	0.59375
267.998	10:23:18.033	43.462229950	1.272889989	0.435375	111	0.582031
268.248	10:23:18.283	43.462229950	1.272889989	0.428274	111	0.578125
268.498	10:23:18.533	43.462229950	1.272889989	0.428211	111	0.578125
268.748	10:23:18.783	43.462229950	1.272889989	0.418543	111	0.574219
268.998	10:23:19.033	43.462229950	1.272889989	0.43644	111	0.5625
269.248	10:23:19.283	43.462229950	1.272889989	0.428741	111	0.546875
269.498	10:23:19.533	43.462229950	1.272889989	0.425029	111	0.5625
269.748	10:23:19.783	43.462229950	1.272889989	0.422955	111	0.589844
269.998	10:23:20.033	43.462229950	1.272889989	0.422168	111	0.585938
270.248	10:23:20.283	43.462229950	1.272889989	0.415459	111	0.621094
270.498	10:23:20.533	43.462229950	1.272889989	0.419891	111	0.625
270.748	10:23:20.783	43.462229950	1.272889989	0.426872	111	0.613281
270.998	10:23:21.033	43.462229950	1.272889989	0.436059	111	0.59375
271.248	10:23:21.283	43.462229950	1.272889989	0.433938	111	0.585938
271.498	10:23:21.533	43.462229950	1.272889989	0.435691	111	0.578125
271.748	10:23:21.783	43.462229950	1.272889989	0.424028	111	0.574219
271.998	10:23:22.033	43.462229950	1.272889989	0.427704	111	0.578125
272.248	10:23:22.283	43.462229950	1.272889989	0.417512	111	0.578125
272.498	10:23:22.533	43.462229950	1.272889989	0.440858	111	0.566406
272.748	10:23:22.783	43.462229950	1.272889989	0.433112	111	0.558594
272.998	10:23:23.033	43.462229950	1.272889989	0.424093	111	0.566406
273.248	10:23:23.283	43.462229950	1.272889989	0.415127	111	0.578125
273.498	10:23:23.533	43.462229950	1.272889989	0.419355	111	0.582031
273.748	10:23:23.783	43.462229950	1.272889989	0.423843	111	0.59375
273.998	10:23:24.033	43.462229950	1.272889989	0.431117	111	0.589844
274.248	10:23:24.283	43.462229950	1.272889989	0.432195	111	0.582031
274.498	10:23:24.533	43.462229950	1.272889989	0.432377	111	0.574219
274.748	10:23:24.783	43.462229950	1.272889989	0.434562	111	0.566406
274.998	10:23:25.033	43.462229950	1.272889989	0.430621	111	0.5625
275.248	10:23:25.283	43.462229950	1.272889989	0.435122	111	0.550781
275.498	10:23:25.533	43.462229950	1.272889989	0.429052	111	0.546875
275.748	10:23:25.783	43.462229950	1.272889989	0.428853	111	0.546875
275.998	10:23:26.033	43.462229950	1.272889989	0.431598	111	0.546875
276.248	10:23:26.283	43.462229950	1.272889989	0.439165	111	0.53125
276.498	10:23:26.533	43.462229950	1.272889989	0.436933	111	0.527344
276.748	10:23:26.783	43.462229950	1.272889989	0.43091	111	0.527344
276.998	10:23:27.033	43.462229950	1.272889989	0.436107	111	0.535156
277.248	10:23:27.283	43.462229950	1.272889989	0.427051	111	0.539062
277.498	10:23:27.533	43.462229950	1.272889989	0.434224	111	0.558594
277.748	10:23:27.783	43.462229950	1.272889989	0.431966	111	0.558594
277.998	10:23:28.033	43.462229950	1.272889989	0.436041	111	0.550781
278.248	10:23:28.283	43.462229950	1.272889989	0.43351	111	0.542969
278.498	10:23:28.533	43.462229950	1.272889989	0.429942	111	0.542969
278.748	10:23:28.783	43.462229950	1.272889989	0.429102	111	0.546875
278.998	10:23:29.033	43.462229950	1.272889989	0.432461	111	0.554688
279.248	10:23:29.283	43.462229950	1.272889989	0.429449	111	0.558594
279.498	10:23:29.533	43.462229950	1.272889989	0.426421	111	0.566406
279.748	10:23:29.783	43.462229950	1.272889989	0.426592	111	0.585938
279.998	10:23:30.033	43.462229950	1.272889989	0.430276	111	0.585938
280.248	10:23:30.283	43.462229950	1.272889989	0.456897	111	0.589844
280.498	10:23:30.533	43.462229950	1.272889989	0.446701	111	0.542969
280.748	10:23:30.783	43.462229950	1.272889989	0.430662	111	0.542969
280.998	10:23:31.033	43.462229950	1.272889989	0.42618	111	0.558594
281.248	10:23:31.283	43.462229950	1.272889989	0.426978	111	0.574219
281.498	10:23:31.533	43.462229950	1.272889989	0.430918	111	0.582031
281.748	10:23:31.783	43.462229950	1.272889989	0.431408	111	0.582031
281.998	10:23:32.033	43.462229950	1.272889989	0.432174	111	0.578125
282.248	10:23:32.283	43.462229950	1.272889989	0.420013	111	0.59375
282.498	10:23:32.533	43.462229950	1.272889989	0.428596	111	0.609375
282.748	10:23:32.783	43.462229950	1.272889989	0.423311	111	0.617188
282.998	10:23:33.033	43.462229950	1.272889989	0.441979	111	0.574219
283.248	10:23:33.283	43.462229950	1.272889989	0.429598	111	0.574219
283.498	10:23:33.533	43.462229950	1.272889989	0.419193	111	0.605469
283.748	10:23:33.783	43.462229950	1.272889989	0.413634	111	0.632812
283.998	10:23:34.033	43.462229950	1.272889989	0.422184	111	0.640625
284.248	10:23:34.283	43.462229950	1.272889989	0.405192	111	0.671875
284.498	10:23:34.533	43.462229950	1.272889989	0.478554	111	0.59375
284.748	10:23:34.783	43.462229950	1.272889989	0.422916	111	0.597656
284.998	10:23:35.033	43.462229950	1.272889989	0.423168	111	0.617188
285.248	10:23:35.283	43.462229950	1.272889989	0.433418	111	0.617188
285.498	10:23:35.533	43.462229950	1.272889989	0.428456	111	0.625
285.748	10:23:35.783	43.462229950	1.272889989	0.432647	111	0.613281
285.998	10:23:36.033	43.462229950	1.272889989	0.434857	111	0.605469
286.248	10:23:36.283	43.462229950	1.272889989	0.432296	111	0.605469
286.498	10:23:36.533	43.462229950	1.272889989	0.430624	111	0.59375
286.748	10:23:36.783	43.462229950	1.272889989	0.430779	111	0.589844
286.998	10:23:37.033	43.462229950	1.272889989	0.423659	111	0.609375
287.248	10:23:37.283	43.462229950	1.272889989	0.451764	110	0.585938
287.498	10:23:37.533	43.462229950	1.272889989	0.430648	110	0.589844
287.748	10:23:37.783	43.462229950	1.272889989	0.435348	110	0.578125
287.998	10:23:38.033	43.462229950	1.272889989	0.413351	110	0.601562
288.248	10:23:38.283	43.462229950	1.272889989	0.429339	110	0.558594
288.498	10:23:38.533	43.462229950	1.272889989	0.419199	110	0.589844
288.748	10:23:38.783	43.462229950	1.272889989	0.413844	110	0.625
288.998	10:23:39.033	43.462229950	1.272889989	0.428321	110	0.625
289.248	10:23:39.283	43.462229950	1.272889989	0.437292	110	0.617188
289.498	10:23:39.533	43.462229950	1.272889989	0.445143	110	0.585938
289.748	10:23:39.783	43.462229950	1.272889989	0.437217	110	0.578125
289.998	10:23:40.033	43.462229950	1.272889989	0.427744	110	0.589844
290.248	10:23:40.283	43.462229950	1.272889989	0.427682	110	0.5625
290.498	10:23:40.533	43.462229950	1.272889989	0.427921	110	0.570312
290.748	10:23:40.783	43.462229950	1.272889989	0.426772	110	0.585938
290.998	10:23:41.033	43.462229950	1.272889989	0.429145	110	0.597656
291.248	10:23:41.283	43.462229950	1.272889989	0.411586	110	0.613281
291.498	10:23:41.533	43.462229950	1.272889989	0.435875	110	0.609375
291.748	10:23:41.783	43.462229950	1.272889989	0.428835	110	0.621094
291.998	10:23:42.033	43.462229950	1.272889989	0.443784	110	0.609375
292.248	10:23:42.283	43.462229950	1.272889989	0.434489	110	0.59375
292.498	10:23:42.533	43.462229950	1.272889989	0.430316	110	0.59375
292.748	10:23:42.783	43.462229950	1.272889989	0.417989	110	0.582031
292.998	10:23:43.033	43.462229950	1.272889989	0.425555	110	0.625
293.248	10:23:43.283	43.462229950	1.272889989	0.438234	110	0.574219
293.498	10:23:43.533	43.462229950	1.272889989	0.452687	110	0.535156
293.748	10:23:43.783	43.462229950	1.272889989	0.430427	110	0.519531
293.998	10:23:44.033	43.462229950	1.272889989	0.422818	110	0.542969
294.248	10:23:44.283	43.462229950	1.272889989	0.420743	110	0.574219
294.498	10:23:44.533	43.462229950	1.272889989	0.417455	110	0.59375
294.748	10:23:44.783	43.462229950	1.272889989	0.445	110	0.5625
294.998	10:23:45.033	43.462229950	1.272889989	0.425196	110	0.574219
295.248	10:23:45.283	43.462229950	1.272889989	0.42587	110	0.59375
295.498	10:23:45.533	43.462229950	1.272889989	0.435269	110	0.585938
295.748	10:23:45.783	43.462229950	1.272889989	0.431513	110	0.585938
295.998	10:23:46.033	43.462229950	1.272889989	0.431692	110	0.585938
296.248	10:23:46.283	43.462229950	1.272889989	0.442644	110	0.550781
296.498	10:23:46.533	43.462229950	1.272889989	0.391659	110	0.625
296.748	10:23:46.783	43.462229950	1.272889989	0.443929	110	0.625
296.998	10:23:47.033	43.462229950	1.272889989	0.451096	110	0.578125
297.248	10:23:47.283	43.462229950	1.272889989	0.443301	110	0.539062
297.498	10:23:47.533	43.462229950	1.272889989	0.434369	110	0.550781
297.748	10:23:47.783	43.462229950	1.272889989	0.422099	110	0.554688
297.998	10:23:48.033	43.462229950	1.272889989	0.421552	110	0.566406
298.248	10:23:48.283	43.462229950	1.272889989	0.430846	110	0.597656
298.498	10:23:48.533	43.462229950	1.272889989	0.43699	110	0.59375
298.748	10:23:48.783	43.462229950	1.272889989	0.432446	110	0.585938
298.998	10:23:49.033	43.462229950	1.272889989	0.435349	110	0.582031
