Time	UTC	GPS_lat(deg)	GPS_long(deg)	FINKEN_ACTUATORS_MODEL:thrust	FINKEN_ACTUATORS_SET_POINT:thrust	ROTORCRAFT_STATUS:vsupply	FINKEN_SENSOR_MODEL:pos_z
32.389	15:56:49.637	43.462229950	1.272889989	0.32	0.32	123	0.242188
32.639	15:56:49.887	43.462229950	1.272889989	0.32	0.32	123	0.242188
32.889	15:56:50.137	43.462229950	1.272889989	0.32	0.32	123	0.242188
33.139	15:56:50.387	43.462229950	1.272889989	0.32	0.32	123	0.242188
33.389	15:56:50.637	43.462229950	1.272889989	0.32	0.32	123	0.242188
33.639	15:56:50.887	43.462229950	1.272889989	0.32	0.32	123	0.242188
33.889	15:56:51.137	43.462229950	1.272889989	0.32	0.32	123	0.242188
34.139	15:56:51.387	43.462229950	1.272889989	0.32	0.32	123	0.242188
34.389	15:56:51.637	43.462229950	1.272889989	0.32	0.32	123	0.242188
34.639	15:56:51.887	43.462229950	1.272889989	0.32	0.32	123	0.242188
34.889	15:56:52.137	43.462229950	1.272889989	0.32	0.32	123	0.242188
35.139	15:56:52.387	43.462229950	1.272889989	0.32	0.32	123	0.242188
35.389	15:56:52.637	43.462229950	1.272889989	0.32	0.32	123	0.242188
35.639	15:56:52.887	43.462229950	1.272889989	0.32	0.32	123	0.242188
35.889	15:56:53.137	43.462229950	1.272889989	0.32	0.32	123	0.242188
36.139	15:56:53.387	43.462229950	1.272889989	0.32	0.32	123	0.242188
36.389	15:56:53.637	43.462229950	1.272889989	0.32	0.32	123	0.242188
36.639	15:56:53.887	43.462229950	1.272889989	0.32	0.32	123	0.242188
36.889	15:56:54.137	43.462229950	1.272889989	0.32	0.32	123	0.242188
37.139	15:56:54.387	43.462229950	1.272889989	0.32	0.32	123	0.242188
37.389	15:56:54.637	43.462229950	1.272889989	0.32	0.32	123	0.242188
37.639	15:56:54.887	43.462229950	1.272889989	0.32	0.32	123	0.242188
37.889	15:56:55.137	43.462229950	1.272889989	0.32	0.32	123	0.242188
38.139	15:56:55.387	43.462229950	1.272889989	0.32	0.32	123	0.242188
38.389	15:56:55.637	43.462229950	1.272889989	0.32	0.32	123	0.242188
38.639	15:56:55.887	43.462229950	1.272889989	0.32	0.32	123	0.242188
38.889	15:56:56.137	43.462229950	1.272889989	0.32	0.32	123	0.242188
39.139	15:56:56.387	43.462229950	1.272889989	0.32	0.32	123	0.242188
39.389	15:56:56.637	43.462229950	1.272889989	0.32	0.32	123	0.242188
39.639	15:56:56.887	43.462229950	1.272889989	0.32	0.32	123	0.242188
39.889	15:56:57.137	43.462229950	1.272889989	0.32	0.32	123	0.242188
40.139	15:56:57.387	43.462229950	1.272889989	0.32	0.32	123	0.242188
40.389	15:56:57.637	43.462229950	1.272889989	0.32	0.32	123	0.242188
40.639	15:56:57.887	43.462229950	1.272889989	0.32	0.32	123	0.242188
40.889	15:56:58.137	43.462229950	1.272889989	0.32	0.32	123	0.242188
41.139	15:56:58.387	43.462229950	1.272889989	0.32	0.32	123	0.242188
41.389	15:56:58.637	43.462229950	1.272889989	0.32	0.32	123	0.238281
41.639	15:56:58.887	43.462229950	1.272889989	0.32	0.32	123	0.238281
41.889	15:56:59.137	43.462229950	1.272889989	0.32	0.32	123	0.199219
42.139	15:56:59.387	43.462229950	1.272889989	0.32	0.32	123	0.199219
42.389	15:56:59.637	43.462229950	1.272889989	0.32	0.32	123	0.199219
42.639	15:56:59.887	43.462229950	1.272889989	0.32	0.32	123	0.199219
42.889	15:57:0.137	43.462229950	1.272889989	0.32	0.32	123	0.199219
43.139	15:57:0.387	43.462229950	1.272889989	0.32	0.32	123	0.199219
43.389	15:57:0.637	43.462229950	1.272889989	0.32	0.32	123	0.199219
43.639	15:57:0.887	43.462229950	1.272889989	0.32	0.32	123	0.199219
43.889	15:57:1.137	43.462229950	1.272889989	0.32	0.32	123	0.226562
44.139	15:57:1.387	43.462229950	1.272889989	0.32	0.32	123	0.238281
44.389	15:57:1.637	43.462229950	1.272889989	0.32	0.32	123	0.238281
44.639	15:57:1.887	43.462229950	1.272889989	0.32	0.32	123	0.238281
44.889	15:57:2.137	43.462229950	1.272889989	0.32	0.32	123	0.238281
45.139	15:57:2.387	43.462229950	1.272889989	0.32	0.32	123	0.238281
45.389	15:57:2.637	43.462229950	1.272889989	0.32	0.32	123	0.238281
45.639	15:57:2.887	43.462229950	1.272889989	0.32	0.32	123	0.238281
45.889	15:57:3.137	43.462229950	1.272889989	0.32	0.32	123	0.238281
46.139	15:57:3.387	43.462229950	1.272889989	0.32	0.32	123	0.238281
46.389	15:57:3.637	43.462229950	1.272889989	0.32	0.32	123	0.230469
46.639	15:57:3.887	43.462229950	1.272889989	0.32	0.32	123	0.222656
46.889	15:57:4.137	43.462229950	1.272889989	0.32	0.32	123	0.21875
47.139	15:57:4.387	43.462229950	1.272889989	0.32	0.32	123	0.242188
47.389	15:57:4.637	43.462229950	1.272889989	0.32	0.32	123	0.242188
47.639	15:57:4.887	43.462229950	1.272889989	0.32	0.32	123	0.242188
47.889	15:57:5.137	43.462229950	1.272889989	0.32	0.32	123	0.242188
48.139	15:57:5.387	43.462229950	1.272889989	0.32	0.32	123	0.242188
48.389	15:57:5.637	43.462229950	1.272889989	0.32	0.32	123	0.242188
48.639	15:57:5.887	43.462229950	1.272889989	0.32	0.32	123	0.242188
48.889	15:57:6.137	43.462229950	1.272889989	0.32	0.32	123	0.242188
49.139	15:57:6.387	43.462229950	1.272889989	0.32	0.32	123	0.242188
49.389	15:57:6.637	43.462229950	1.272889989	0.32	0.32	123	0.242188
49.639	15:57:6.887	43.462229950	1.272889989	0.32	0.32	123	0.242188
49.889	15:57:7.137	43.462229950	1.272889989	0.32	0.32	123	0.242188
50.139	15:57:7.387	43.462229950	1.272889989	0.32	0.32	123	0.242188
50.389	15:57:7.637	43.462229950	1.272889989	0.32	0.32	123	0.242188
50.639	15:57:7.887	43.462229950	1.272889989	0.32	0.32	123	0.242188
50.889	15:57:8.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
51.139	15:57:8.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
51.389	15:57:8.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
51.639	15:57:8.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
51.889	15:57:9.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
52.139	15:57:9.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
52.389	15:57:9.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
52.639	15:57:9.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
52.889	15:57:10.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
53.139	15:57:10.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
53.389	15:57:10.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
53.639	15:57:10.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
53.889	15:57:11.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
54.139	15:57:11.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
54.389	15:57:11.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
54.639	15:57:11.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
54.889	15:57:12.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
55.139	15:57:12.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
55.389	15:57:12.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
55.639	15:57:12.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
55.889	15:57:13.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
56.139	15:57:13.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
56.389	15:57:13.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
56.639	15:57:13.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
56.889	15:57:14.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
57.139	15:57:14.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
57.389	15:57:14.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
57.639	15:57:14.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
57.889	15:57:15.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
58.139	15:57:15.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
58.389	15:57:15.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
58.639	15:57:15.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
58.889	15:57:16.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
59.139	15:57:16.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
59.389	15:57:16.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
59.639	15:57:16.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
59.889	15:57:17.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
60.139	15:57:17.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
60.389	15:57:17.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
60.639	15:57:17.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
60.889	15:57:18.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
61.139	15:57:18.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
61.389	15:57:18.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
61.639	15:57:18.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
61.889	15:57:19.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
62.139	15:57:19.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
62.389	15:57:19.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
62.639	15:57:19.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
62.889	15:57:20.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
63.139	15:57:20.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
63.389	15:57:20.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
63.639	15:57:20.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
63.889	15:57:21.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
64.139	15:57:21.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
64.389	15:57:21.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
64.639	15:57:21.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
64.889	15:57:22.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
65.139	15:57:22.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
65.389	15:57:22.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
65.639	15:57:22.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
65.889	15:57:23.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
66.139	15:57:23.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
66.389	15:57:23.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
66.639	15:57:23.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
66.889	15:57:24.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
67.139	15:57:24.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
67.389	15:57:24.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
67.639	15:57:24.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
67.889	15:57:25.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
68.139	15:57:25.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
68.389	15:57:25.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
68.639	15:57:25.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
68.889	15:57:26.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
69.139	15:57:26.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
69.389	15:57:26.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
69.639	15:57:26.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
69.889	15:57:27.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
70.139	15:57:27.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
70.389	15:57:27.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
70.639	15:57:27.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
70.889	15:57:28.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
71.139	15:57:28.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
71.389	15:57:28.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
71.639	15:57:28.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
71.889	15:57:29.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
72.139	15:57:29.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
72.389	15:57:29.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
72.639	15:57:29.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
72.889	15:57:30.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
73.139	15:57:30.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
73.389	15:57:30.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
73.639	15:57:30.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
73.889	15:57:31.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
74.139	15:57:31.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
74.389	15:57:31.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
74.639	15:57:31.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
74.889	15:57:32.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
75.139	15:57:32.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
75.389	15:57:32.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
75.639	15:57:32.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
75.889	15:57:33.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
76.139	15:57:33.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
76.389	15:57:33.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
76.639	15:57:33.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
76.889	15:57:34.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
77.139	15:57:34.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
77.389	15:57:34.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
77.639	15:57:34.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
77.889	15:57:35.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
78.139	15:57:35.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
78.389	15:57:35.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
78.639	15:57:35.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
78.889	15:57:36.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
79.139	15:57:36.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
79.389	15:57:36.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
79.639	15:57:36.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
79.889	15:57:37.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
80.139	15:57:37.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
80.389	15:57:37.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
80.639	15:57:37.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
80.889	15:57:38.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
81.139	15:57:38.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
81.389	15:57:38.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
81.639	15:57:38.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
81.889	15:57:39.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
82.139	15:57:39.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
82.389	15:57:39.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
82.639	15:57:39.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
82.889	15:57:40.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
83.139	15:57:40.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
83.389	15:57:40.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
83.639	15:57:40.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
83.889	15:57:41.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
84.139	15:57:41.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
84.389	15:57:41.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
84.639	15:57:41.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
84.889	15:57:42.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
85.139	15:57:42.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
85.389	15:57:42.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
85.639	15:57:42.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
85.889	15:57:43.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
86.139	15:57:43.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
86.389	15:57:43.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
86.639	15:57:43.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
86.889	15:57:44.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
87.139	15:57:44.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
87.389	15:57:44.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
87.639	15:57:44.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
87.889	15:57:45.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
88.139	15:57:45.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
88.389	15:57:45.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
88.639	15:57:45.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
88.889	15:57:46.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
89.139	15:57:46.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
89.389	15:57:46.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
89.639	15:57:46.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
89.889	15:57:47.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
90.139	15:57:47.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
90.389	15:57:47.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
90.639	15:57:47.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
90.889	15:57:48.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
91.139	15:57:48.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
91.389	15:57:48.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
91.639	15:57:48.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
91.889	15:57:49.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
92.139	15:57:49.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
92.389	15:57:49.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
92.639	15:57:49.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
92.889	15:57:50.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
93.139	15:57:50.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
93.389	15:57:50.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
93.639	15:57:50.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
93.889	15:57:51.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
94.139	15:57:51.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
94.389	15:57:51.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
94.639	15:57:51.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
94.889	15:57:52.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
95.139	15:57:52.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
95.389	15:57:52.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
95.639	15:57:52.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
95.889	15:57:53.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
96.139	15:57:53.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
96.389	15:57:53.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
96.639	15:57:53.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
96.889	15:57:54.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
97.139	15:57:54.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
97.389	15:57:54.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
97.639	15:57:54.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
97.889	15:57:55.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
98.139	15:57:55.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
98.389	15:57:55.637	43.462229950	1.272889989	0.32	0.32	124	0.242188
98.639	15:57:55.887	43.462229950	1.272889989	0.32	0.32	124	0.242188
98.889	15:57:56.137	43.462229950	1.272889989	0.32	0.32	124	0.242188
99.139	15:57:56.387	43.462229950	1.272889989	0.32	0.32	124	0.242188
